origen,fecha_objetivo,horizonte,modelo,fold,error_abs,mae_acumulado
2024-01-01,2024-01-01,1,estacional_52s,1,1230.4,1230.4
2024-01-01,2024-01-01,1,hgb,1,515.5711531169108,515.5711531169108
2024-01-01,2024-01-01,1,hibrido,1,719.6152296198261,719.6152296198261
2024-01-01,2024-01-01,1,promedio_4s,1,1126.0275000000001,1126.0275000000001
2024-01-01,2024-01-01,1,ss_ar1,1,787.6299217874646,787.6299217874646
2024-01-01,2024-01-01,1,ultimo_valor,1,920.0,920.0
2024-01-22,2024-01-22,1,estacional_52s,2,447.0,838.7
2024-01-22,2024-01-22,1,hgb,2,601.2827410474745,558.4269470821926
2024-01-22,2024-01-22,1,hibrido,2,506.6596180393981,613.1374238296121
2024-01-22,2024-01-22,1,promedio_4s,2,190.17000000000007,658.0987500000001
2024-01-22,2024-01-22,1,ss_ar1,2,475.1185770367058,631.3742494120852
2024-01-22,2024-01-22,1,ultimo_valor,2,227.0,573.5
2024-02-12,2024-02-12,1,estacional_52s,3,1756.69,1144.6966666666667
2024-02-12,2024-02-12,1,hgb,3,1936.564595427133,1017.8061631971727
2024-02-12,2024-02-12,1,hibrido,3,1641.465331119533,955.9133929262524
2024-02-12,2024-02-12,1,promedio_4s,3,1800.5414615384616,1038.9129871794873
2024-02-12,2024-02-12,1,ss_ar1,3,1543.098909683666,935.2824695026121
2024-02-12,2024-02-12,1,ultimo_valor,3,1154.65,767.2166666666667
2024-03-04,2024-03-04,1,estacional_52s,4,39.460000000000036,868.3875
2024-03-04,2024-03-04,1,hgb,4,243.32248678486508,824.1852440940959
2024-03-04,2024-03-04,1,hibrido,4,286.70995253530486,788.6125328285154
2024-03-04,2024-03-04,1,promedio_4s,4,624.3210384615386,935.2650000000001
2024-03-04,2024-03-04,1,ss_ar1,4,301.1724411187847,776.7549624066553
2024-03-04,2024-03-04,1,ultimo_valor,4,183.0,621.1625
2024-03-25,2024-03-25,1,estacional_52s,5,124.0,719.51
2024-03-25,2024-03-25,1,hgb,5,463.9582395259039,752.1398431804574
2024-03-25,2024-03-25,1,hibrido,5,545.1738235454781,739.924790971908
2024-03-25,2024-03-25,1,promedio_4s,5,934.6114615384615,935.1342923076924
2024-03-25,2024-03-25,1,ss_ar1,5,572.2456848853361,735.8531069023915
2024-03-25,2024-03-25,1,ultimo_valor,5,739.4458461538461,644.8191692307693
2024-01-01,2024-01-08,2,estacional_52s,1,590.6800000000001,590.6800000000001
2024-01-01,2024-01-08,2,hgb,1,591.7688066549656,591.7688066549656
2024-01-01,2024-01-08,2,hibrido,1,415.68934925103235,415.68934925103235
2024-01-01,2024-01-08,2,promedio_4s,1,227.34750000000008,227.34750000000008
2024-01-01,2024-01-08,2,ss_ar1,1,112.54902296076773,112.54902296076773
2024-01-01,2024-01-08,2,ultimo_valor,1,21.319999999999936,21.319999999999936
2024-01-22,2024-01-29,2,estacional_52s,2,137.0541538461539,363.867076923077
2024-01-22,2024-01-29,2,hgb,2,178.41715674256824,385.09298169876695
2024-01-22,2024-01-29,2,hibrido,2,83.8925398569304,249.79094455398138
2024-01-22,2024-01-29,2,promedio_4s,2,90.38415384615382,158.86582692307695
2024-01-22,2024-01-29,2,ss_ar1,2,199.68131079998295,156.11516688037534
2024-01-22,2024-01-29,2,ultimo_valor,2,507.5541538461539,264.4370769230769
2024-02-12,2024-02-19,2,estacional_52s,3,459.0541538461539,395.59610256410264
2024-02-12,2024-02-19,2,hgb,3,709.2801940424558,493.15538581332993
2024-02-12,2024-02-19,2,hibrido,3,581.9468635048061,360.50958420425627
2024-02-12,2024-02-19,2,promedio_4s,3,47.40561538461543,121.71242307692312
2024-02-12,2024-02-19,2,ss_ar1,3,199.94687189185652,170.72573521753574
2024-02-12,2024-02-19,2,ultimo_valor,3,598.4858461538461,375.78666666666663
2024-03-04,2024-03-11,2,estacional_52s,4,1458.09,661.2195769230769
2024-03-04,2024-03-11,2,hgb,4,446.8313773431871,481.5743836957942
2024-03-04,2024-03-11,2,hibrido,4,484.65036221549894,391.54477870706694
2024-03-04,2024-03-11,2,promedio_4s,4,893.3210384615386,314.614576923077
2024-03-04,2024-03-11,2,ss_ar1,4,598.1073168324345,277.5711306212604
2024-03-04,2024-03-11,2,ultimo_valor,4,86.0,303.34
2024-03-25,2024-04-01,2,estacional_52s,5,7.639999999999986,530.5036615384615
2024-03-25,2024-04-01,2,hgb,5,819.274737167383,549.114454390112
2024-03-25,2024-04-01,2,hibrido,5,773.135077241995,467.8628384140526
2024-03-25,2024-04-01,2,promedio_4s,5,251.38853846153847,301.9693692307693
2024-03-25,2024-04-01,2,ss_ar1,5,634.7160974658308,349.00012399017453
2024-03-25,2024-04-01,2,ultimo_valor,5,446.5541538461539,331.98283076923076
2024-01-01,2024-01-15,3,estacional_52s,1,1014.3900000000001,1014.3900000000001
2024-01-01,2024-01-15,3,hibrido,1,771.9129129402064,771.9129129402064
2024-01-01,2024-01-15,3,promedio_4s,1,1076.0275000000001,1076.0275000000001
2024-01-01,2024-01-15,3,rf,1,879.3096423179192,879.3096423179192
2024-01-01,2024-01-15,3,ss_ar1,1,736.1140031476355,736.1140031476355
2024-01-01,2024-01-15,3,ultimo_valor,1,870.0,870.0
2024-01-22,2024-02-05,3,estacional_52s,2,236.81999999999994,625.605
2024-01-22,2024-02-05,3,hibrido,2,431.2102135507274,601.5615632454669
2024-01-22,2024-02-05,3,promedio_4s,2,688.8699999999999,882.44875
2024-01-22,2024-02-05,3,rf,2,528.539120436103,703.9243813770111
2024-01-22,2024-02-05,3,ss_ar1,2,398.76724458893557,567.4406238682855
2024-01-22,2024-02-05,3,ultimo_valor,2,1106.04,988.02
2024-02-12,2024-02-26,3,estacional_52s,3,1056.0,769.07
2024-02-12,2024-02-26,3,hibrido,3,435.28662609654646,546.1365841958268
2024-02-12,2024-02-26,3,promedio_4s,3,245.14853846153846,670.0153461538462
2024-02-12,2024-02-26,3,rf,3,264.4297035703381,557.4261554414534
2024-02-12,2024-02-26,3,ss_ar1,3,492.2389336052827,542.3733937806179
2024-02-12,2024-02-26,3,ultimo_valor,3,891.04,955.6933333333333
2024-03-04,2024-03-18,3,estacional_52s,4,175.33415384615387,620.6360384615384
2024-03-04,2024-03-18,3,hibrido,4,200.62589614209003,459.7589121823926
