origen,fecha_objetivo,horizonte,modelo,fold,error_abs,mae_acumulado
2024-03-04,2024-03-18,3,promedio_4s,4,514.7668846153847,631.2032307692308
2024-03-04,2024-03-18,3,rf,4,139.00889301516656,452.8218398348817
2024-03-04,2024-03-18,3,ss_ar1,4,221.1648971843979,462.0712696315629
2024-03-04,2024-03-18,3,ultimo_valor,4,292.5541538461539,789.9085384615385
2024-03-25,2024-04-08,3,estacional_52s,5,144.75415384615388,525.4596615384615
2024-03-25,2024-04-08,3,hibrido,5,318.66695021066784,431.5405197880476
2024-03-25,2024-04-08,3,promedio_4s,5,50.41146153846154,515.0448769230769
2024-03-25,2024-04-08,3,rf,5,268.0356107981177,415.8645940275289
2024-03-25,2024-04-08,3,ss_ar1,5,335.5440633481846,436.76582837488723
2024-03-25,2024-04-08,3,ultimo_valor,5,144.75415384615388,660.8776615384616
2024-01-01,2024-01-22,4,estacional_52s,1,447.0,447.0
2024-01-01,2024-01-22,4,hgb,1,694.36759129816,694.36759129816
2024-01-01,2024-01-22,4,hibrido,1,648.0541462078912,648.0541462078912
2024-01-01,2024-01-22,4,promedio_4s,1,849.0275000000001,849.0275000000001
2024-01-01,2024-01-22,4,ss_ar1,1,509.1138109370845,509.1138109370845
2024-01-01,2024-01-22,4,ultimo_valor,1,643.0,643.0
2024-01-22,2024-02-12,4,estacional_52s,2,1756.69,1101.845
2024-01-22,2024-02-12,4,hgb,2,1885.05842621942,1289.71300875879
2024-01-22,2024-02-12,4,hibrido,2,1802.148062870051,1225.1011045389712
2024-01-22,2024-02-12,4,promedio_4s,2,1843.52,1346.27375
2024-01-22,2024-02-12,4,ss_ar1,2,1553.4169728219447,1031.2653918795145
2024-01-22,2024-02-12,4,ultimo_valor,2,2260.69,1451.845
2024-02-12,2024-03-04,4,estacional_52s,3,39.460000000000036,747.7166666666667
2024-02-12,2024-03-04,4,hgb,3,201.0856003093361,926.8372059423054
2024-02-12,2024-03-04,4,hibrido,3,228.12223165496812,892.7748135776368
2024-02-12,2024-03-04,4,promedio_4s,3,62.148538461538465,918.2320128205129
2024-02-12,2024-03-04,4,ss_ar1,3,309.2321256918641,790.5876364836312
2024-02-12,2024-03-04,4,ultimo_valor,3,708.04,1203.91
2024-03-04,2024-03-25,4,estacional_52s,4,124.0,591.7875
2024-03-04,2024-03-25,4,hgb,4,518.3416253886468,824.7133108038907
2024-03-04,2024-03-25,4,hibrido,4,518.303208577718,799.1569123276571
2024-03-04,2024-03-25,4,promedio_4s,4,224.6789615384614,744.84375
2024-03-04,2024-03-25,4,ss_ar1,4,518.1879581449316,722.4877168989563
2024-03-04,2024-03-25,4,ultimo_valor,4,1032.0,1160.9325
2024-03-25,2024-04-15,4,estacional_52s,5,30.054153846153895,479.4408307692308
2024-03-25,2024-04-15,4,hgb,5,260.6348753220094,711.8976237075145
2024-03-25,2024-04-15,4,hibrido,5,147.69631249560518,668.8647923612467
2024-03-25,2024-04-15,4,promedio_4s,5,195.16561538461542,634.9081230769231
2024-03-25,2024-04-15,4,ss_ar1,5,191.11937598360737,616.2140487158865
2024-03-25,2024-04-15,4,ultimo_valor,5,0.0,928.7459999999999
