variable,compras_total_mxn,ventas_total_mxn,es_fecha_pago_semana,es_festivo_semana,semana_sin,semana_cos
compras_total_mxn,1.0,0.3817367424802237,0.05847626593088104,0.23244803838963266,-0.08902936918740993,0.0688974283738855
ventas_total_mxn,0.3817367424802237,1.0,0.1870991578389724,0.12609847139029967,-0.017600924198763142,0.006174557891287496
es_fecha_pago_semana,0.05847626593088104,0.1870991578389724,1.0,0.09600014517991343,0.01870731019653322,-0.016758667193786762
es_festivo_semana,0.23244803838963266,0.12609847139029967,0.09600014517991343,1.0,0.058109626168665655,0.21392702472182493
semana_sin,-0.08902936918740993,-0.017600924198763142,0.01870731019653322,0.058109626168665655,1.0,-0.10793486289196481
semana_cos,0.0688974283738855,0.006174557891287496,-0.016758667193786762,0.21392702472182493,-0.10793486289196481,1.0
