fuente,semana_inicio,serie,importe_observado,importe_estimado,estado,metodo
compras,2021-08-09,CINTA,,0.0,estimado_promedio_simple,media_aritmetica_categoria
compras,2021-08-16,CINTA,,0.0,estimado_promedio_simple,media_aritmetica_categoria
compras,2021-08-30,CINTA,,0.0,estimado_promedio_simple,media_aritmetica_categoria
compras,2022-03-07,CINTA,,0.0,estimado_promedio_simple,media_aritmetica_categoria
compras,2022-04-11,CINTA,,0.0,estimado_promedio_simple,media_aritmetica_categoria
compras,2022-04-18,CINTA,,0.0,estimado_promedio_simple,media_aritmetica_categoria
compras,2022-05-02,CINTA,,0.0,estimado_promedio_simple,media_aritmetica_categoria
compras,2022-05-16,CINTA,,0.0,estimado_promedio_simple,media_aritmetica_categoria
compras,2022-05-23,CINTA,,0.0,estimado_promedio_simple,media_aritmetica_categoria
compras,2022-07-04,CINTA,,0.0,estimado_promedio_simple,media_aritmetica_categoria
compras,2022-07-11,CINTA,,0.0,estimado_promedio_simple,media_aritmetica_categoria
compras,2022-10-10,CINTA,,0.0,estimado_promedio_simple,media_aritmetica_categoria
compras,2023-04-10,CINTA,,0.0,estimado_promedio_simple,media_aritmetica_categoria
compras,2023-05-08,CINTA,,0.0,estimado_promedio_simple,media_aritmetica_categoria
compras,2023-06-19,CINTA,,0.0,estimado_promedio_simple,media_aritmetica_categoria
compras,2023-07-03,CINTA,,0.0,estimado_promedio_simple,media_aritmetica_categoria
compras,2023-08-28,CINTA,,0.0,estimado_promedio_simple,media_aritmetica_categoria
compras,2023-10-23,CINTA,,0.0,estimado_promedio_simple,media_aritmetica_categoria
compras,2024-01-01,CINTA,,0.0,estimado_promedio_simple,media_aritmetica_categoria
compras,2024-01-29,CINTA,,0.0,estimado_promedio_simple,media_aritmetica_categoria
compras,2024-02-19,CINTA,,0.0,estimado_promedio_simple,media_aritmetica_categoria
compras,2024-03-18,CINTA,,0.0,estimado_promedio_simple,media_aritmetica_categoria
compras,2024-04-15,CINTA,,0.0,estimado_promedio_simple,media_aritmetica_categoria
compras,2021-05-10,COLORANTES,,5.52734375,estimado_promedio_simple,media_aritmetica_categoria
compras,2021-05-24,COLORANTES,,5.52734375,estimado_promedio_simple,media_aritmetica_categoria
compras,2021-06-07,COLORANTES,,5.52734375,estimado_promedio_simple,media_aritmetica_categoria
compras,2021-07-05,COLORANTES,,5.52734375,estimado_promedio_simple,media_aritmetica_categoria
compras,2021-07-12,COLORANTES,,5.52734375,estimado_promedio_simple,media_aritmetica_categoria
compras,2021-08-02,COLORANTES,,5.52734375,estimado_promedio_simple,media_aritmetica_categoria
compras,2021-08-09,COLORANTES,,5.52734375,estimado_promedio_simple,media_aritmetica_categoria
compras,2021-08-16,COLORANTES,,5.52734375,estimado_promedio_simple,media_aritmetica_categoria
compras,2021-08-30,COLORANTES,,5.52734375,estimado_promedio_simple,media_aritmetica_categoria
compras,2022-03-07,COLORANTES,,5.52734375,estimado_promedio_simple,media_aritmetica_categoria
compras,2022-04-11,COLORANTES,,5.52734375,estimado_promedio_simple,media_aritmetica_categoria
compras,2022-04-18,COLORANTES,,5.52734375,estimado_promedio_simple,media_aritmetica_categoria
compras,2022-05-02,COLORANTES,,5.52734375,estimado_promedio_simple,media_aritmetica_categoria
compras,2022-05-16,COLORANTES,,5.52734375,estimado_promedio_simple,media_aritmetica_categoria
compras,2022-05-23,COLORANTES,,5.52734375,estimado_promedio_simple,media_aritmetica_categoria
compras,2022-07-04,COLORANTES,,5.52734375,estimado_promedio_simple,media_aritmetica_categoria
compras,2022-07-11,COLORANTES,,5.52734375,estimado_promedio_simple,media_aritmetica_categoria
compras,2022-10-10,COLORANTES,,5.52734375,estimado_promedio_simple,media_aritmetica_categoria
compras,2023-04-10,COLORANTES,,5.52734375,estimado_promedio_simple,media_aritmetica_categoria
compras,2023-05-08,COLORANTES,,5.52734375,estimado_promedio_simple,media_aritmetica_categoria
compras,2023-06-19,COLORANTES,,5.52734375,estimado_promedio_simple,media_aritmetica_categoria
compras,2023-07-03,COLORANTES,,5.52734375,estimado_promedio_simple,media_aritmetica_categoria
compras,2023-08-28,COLORANTES,,5.52734375,estimado_promedio_simple,media_aritmetica_categoria
compras,2023-10-23,COLORANTES,,5.52734375,estimado_promedio_simple,media_aritmetica_categoria
compras,2024-01-01,COLORANTES,,5.52734375,estimado_promedio_simple,media_aritmetica_categoria
compras,2024-01-29,COLORANTES,,5.52734375,estimado_promedio_simple,media_aritmetica_categoria
compras,2024-02-19,COLORANTES,,5.52734375,estimado_promedio_simple,media_aritmetica_categoria
compras,2024-03-18,COLORANTES,,5.52734375,estimado_promedio_simple,media_aritmetica_categoria
compras,2024-04-15,COLORANTES,,5.52734375,estimado_promedio_simple,media_aritmetica_categoria
compras,2021-05-10,CONSUMIBLES,,4.892265625,estimado_promedio_simple,media_aritmetica_categoria
compras,2021-05-24,CONSUMIBLES,,4.892265625,estimado_promedio_simple,media_aritmetica_categoria
compras,2021-06-07,CONSUMIBLES,,4.892265625,estimado_promedio_simple,media_aritmetica_categoria
compras,2021-07-05,CONSUMIBLES,,4.892265625,estimado_promedio_simple,media_aritmetica_categoria
compras,2021-07-12,CONSUMIBLES,,4.892265625,estimado_promedio_simple,media_aritmetica_categoria
compras,2021-08-02,CONSUMIBLES,,4.892265625,estimado_promedio_simple,media_aritmetica_categoria
compras,2021-08-09,CONSUMIBLES,,4.892265625,estimado_promedio_simple,media_aritmetica_categoria
compras,2021-08-16,CONSUMIBLES,,4.892265625,estimado_promedio_simple,media_aritmetica_categoria
compras,2021-08-30,CONSUMIBLES,,4.892265625,estimado_promedio_simple,media_aritmetica_categoria
compras,2022-03-07,CONSUMIBLES,,4.892265625,estimado_promedio_simple,media_aritmetica_categoria
compras,2022-04-11,CONSUMIBLES,,4.892265625,estimado_promedio_simple,media_aritmetica_categoria
compras,2022-04-18,CONSUMIBLES,,4.892265625,estimado_promedio_simple,media_aritmetica_categoria
compras,2022-05-02,CONSUMIBLES,,4.892265625,estimado_promedio_simple,media_aritmetica_categoria
compras,2022-05-16,CONSUMIBLES,,4.892265625,estimado_promedio_simple,media_aritmetica_categoria
compras,2022-05-23,CONSUMIBLES,,4.892265625,estimado_promedio_simple,media_aritmetica_categoria
compras,2022-07-04,CONSUMIBLES,,4.892265625,estimado_promedio_simple,media_aritmetica_categoria
compras,2022-07-11,CONSUMIBLES,,4.892265625,estimado_promedio_simple,media_aritmetica_categoria
compras,2022-10-10,CONSUMIBLES,,4.892265625,estimado_promedio_simple,media_aritmetica_categoria
compras,2023-04-10,CONSUMIBLES,,4.892265625,estimado_promedio_simple,media_aritmetica_categoria
