id,titulo,estado,archivo,vector,datos,sha256_datos,run_id,capitulo,motivo,demostracion
F00,Arquitectura del pipeline,generada,figuras/F00.png,figuras/F00.svg,figuras/F00_datos.csv,11efe7324df1aa22d36bf7f40420138754aa6383b65e2afd06588de39f8a1a9c,run_20260922T174842Z_734842,Metodología,,False
F01,Auditoría de registros,generada,figuras/F01.png,figuras/F01.svg,figuras/F01_datos.csv,b5baf92d3ecd91323ec34d26e9c38d540e3551e86abd4ebc28ec61fea3f3a268,run_20260922T174842Z_734842,Desarrollo,,False
F02,Cobertura semanal,generada,figuras/F02.png,figuras/F02.svg,figuras/F02_datos.csv,a284bd8d924f22b77b196c7913e4872b4fe67a3b2782fe08c3209eaf5429db07,run_20260922T174842Z_734842,Desarrollo,,False
F03,Importe semanal de compras,generada,figuras/F03.png,figuras/F03.svg,figuras/F03_datos.csv,a1274d3f45cf89724c4a9f2b825e3084c7e049831b2590fb42538a2d6c01ef1f,run_20260922T174842Z_734842,Desarrollo,,False
F04,Selección de insumos en desarrollo,generada,figuras/F04.png,figuras/F04.svg,figuras/F04_datos.csv,e16fdec628a20a5e76c44f0e2ee5ab30ceec099653273ce2c9b496c65405ad15,run_20260922T174842Z_734842,Desarrollo,,False
F05,Composición semanal en desarrollo,generada,figuras/F05.png,figuras/F05.svg,figuras/F05_datos.csv,a2068a65a3d1206066c136084b04375f999fb10b69c3fafe9094e2dbaa5de1d6,run_20260922T174842Z_734842,Desarrollo,,False
F06,Dependencia temporal en desarrollo,omitida,,,,,run_20260922T174842Z_734842,Desarrollo,ACF/PACF requiere desarrollo continuo observado; no se comprimen ni imputan huecos.,False
F07,Distribución del importe y ceros,generada,figuras/F07.png,figuras/F07.svg,figuras/F07_datos.csv,2c08b0641066295ca199bc7168bc376ec7108c3c930c3da636b83dc343f3baa0,run_20260922T174842Z_734842,Desarrollo,,False
F08,Descomposición temporal exploratoria,omitida,,,,,run_20260922T174842Z_734842,Desarrollo,STL requiere al menos 156 semanas de desarrollo sin huecos en esta configuración.,False
F09,Particiones temporales,generada,figuras/F09.png,figuras/F09.svg,figuras/F09_datos.csv,76df23616e7cbfdabbac546c4e3e817d5175f5a2304f4b30a86e1cac49ee3881,run_20260922T174842Z_734842,Desarrollo,,False
F10,Disponibilidad de información,generada,figuras/F10.png,figuras/F10.svg,figuras/F10_datos.csv,c08676101cf0de14dc28448bc646e1a0828201099969acc6bc2c66c8691817ba,run_20260922T174842Z_734842,Metodología,,False
F11,Selección de características,omitida,,,,,run_20260922T174842Z_734842,Desarrollo,"Esta versión usa un conjunto parsimonioso prefijado, sin selección por frecuencia; no se fabrican importancias.",False
F12,Integración híbrida,generada,figuras/F12.png,figuras/F12.svg,figuras/F12_datos.csv,7924e8b6c1834ca2780fe0450b22ff4deb4fc0d55ecd8a6fad5f2e6168aac366,run_20260922T174842Z_734842,Metodología,,False
