horizonte,modelo,n,rmse,mae,mase,n_mase,excluidas,comparacion
1,estacional_52s,1,1.9600000000000364,1.9600000000000364,0.002839697994518224,1,0,complementaria_disponibilidad_propia
1,hibrido,1,271.1860742804498,271.1860742804498,0.3929013016711475,1,0,principal_fechas_comunes
1,promedio_4s,1,741.9100000000001,741.9100000000001,1.0748981322004982,1,0,complementaria_disponibilidad_propia
1,rf,1,203.03423657499798,203.03423657499798,0.29416118082681103,1,0,principal_fechas_comunes
1,ss_arima111,1,293.90335351560043,293.90335351560043,0.4258146752859263,1,0,principal_fechas_comunes
1,ultimo_valor,1,183.0,183.0,0.2651350678555231,1,0,principal_fechas_comunes
2,estacional_52s,1,1295.09,1295.09,1.8763594263880294,1,0,complementaria_disponibilidad_propia
2,hgb,1,431.4822157102258,431.4822157102258,0.6251424401135638,1,0,principal_fechas_comunes
2,hibrido,1,495.25057502591176,495.25057502591176,0.7175316656556391,1,0,principal_fechas_comunes
2,promedio_4s,1,1010.9100000000001,1010.9100000000001,1.464632193693043,1,0,complementaria_disponibilidad_propia
2,ss_ar1,1,559.0189343415977,559.0189343415977,0.8099208911977144,1,0,principal_fechas_comunes
2,ultimo_valor,1,86.0,86.0,0.12459899363702179,1,0,principal_fechas_comunes
4,estacional_52s,2,241.9302114246999,221.44,0.33662865644015316,2,0,complementaria_disponibilidad_propia
4,hibrido,2,377.36322493783905,334.1071905332236,0.4919256319499762,2,0,principal_fechas_comunes
4,promedio_4s,2,204.48101684508515,187.85499999999996,0.2854794321948058,2,0,complementaria_disponibilidad_propia
4,rf,2,287.7696346596475,271.4773151855253,0.40204535168123867,2,0,principal_fechas_comunes
4,ss_ar1,2,437.81334086440324,413.6583171536316,0.6127095682923696,2,0,principal_fechas_comunes
4,ultimo_valor,2,987.1295797411807,986.06,1.475212510050456,2,0,principal_fechas_comunes
