origen,fecha_objetivo,horizonte,modelo,real,prediccion,escala_mase
2022-10-24,2022-10-24,1,ets,494.94000000000005,384.27267569011286,79.76313725490195
2022-10-24,2022-10-24,1,ridge_0.1,494.94000000000005,500.49447952449805,79.76313725490195
2022-10-24,2022-10-24,1,hibrido,494.94000000000005,471.43902856590176,79.76313725490195
2022-10-24,2022-10-24,1,ultimo_valor,494.94000000000005,494.71999999999997,79.76313725490195
2022-10-24,2022-10-24,1,promedio_4s,494.94000000000005,337.1975,79.76313725490195
2022-10-24,2022-10-24,1,estacional_52s,494.94000000000005,412.65999999999997,79.76313725490195
2022-10-24,2022-10-31,2,arima,498.75,370.37903032771817,79.76313725490195
2022-10-24,2022-10-31,2,ridge_0.1,498.75,510.39213017525515,79.76313725490195
2022-10-24,2022-10-31,2,hibrido,498.75,475.3888552133709,79.76313725490195
2022-10-24,2022-10-31,2,ultimo_valor,498.75,494.71999999999997,79.76313725490195
2022-10-24,2022-10-31,2,promedio_4s,498.75,337.1975,79.76313725490195
2022-10-24,2022-10-31,2,estacional_52s,498.75,428.40000000000003,79.76313725490195
2022-10-24,2022-11-07,3,arima,489.55999999999995,369.8045790298588,79.76313725490195
2022-10-24,2022-11-07,3,ridge_0.1,489.55999999999995,447.6080621352719,79.76313725490195
2022-10-24,2022-11-07,3,hibrido,489.55999999999995,428.1571913589186,79.76313725490195
2022-10-24,2022-11-07,3,ultimo_valor,489.55999999999995,494.71999999999997,79.76313725490195
2022-10-24,2022-11-07,3,promedio_4s,489.55999999999995,337.1975,79.76313725490195
2022-10-24,2022-11-07,3,estacional_52s,489.55999999999995,414.7,79.76313725490195
2022-10-24,2022-11-14,4,arima,465.21,369.7641838607147,79.76313725490195
2022-10-24,2022-11-14,4,ridge_0.1,465.21,450.3984036493183,79.76313725490195
2022-10-24,2022-11-14,4,hibrido,465.21,430.23984870216736,79.76313725490195
2022-10-24,2022-11-14,4,ultimo_valor,465.21,494.71999999999997,79.76313725490195
2022-10-24,2022-11-14,4,promedio_4s,465.21,337.1975,79.76313725490195
2022-10-24,2022-11-14,4,estacional_52s,465.21,388.38,79.76313725490195
2022-10-31,2022-10-31,1,ets,498.75,395.66498323240705,79.45882352941176
2022-10-31,2022-10-31,1,ridge_0.1,498.75,501.9387632695246,79.45882352941176
2022-10-31,2022-10-31,1,hibrido,498.75,475.3703182602452,79.45882352941176
2022-10-31,2022-10-31,1,ultimo_valor,498.75,494.94000000000005,79.45882352941176
2022-10-31,2022-10-31,1,promedio_4s,498.75,360.3,79.45882352941176
2022-10-31,2022-10-31,1,estacional_52s,498.75,428.40000000000003,79.45882352941176
2022-10-31,2022-11-07,2,arima,489.55999999999995,372.39487043515885,79.45882352941176
2022-10-31,2022-11-07,2,ridge_0.1,489.55999999999995,471.9237830050438,79.45882352941176
2022-10-31,2022-11-07,2,hibrido,489.55999999999995,447.0415548625725,79.45882352941176
2022-10-31,2022-11-07,2,ultimo_valor,489.55999999999995,494.94000000000005,79.45882352941176
2022-10-31,2022-11-07,2,promedio_4s,489.55999999999995,360.3,79.45882352941176
2022-10-31,2022-11-07,2,estacional_52s,489.55999999999995,414.7,79.45882352941176
2022-10-31,2022-11-14,3,arima,465.21,371.51706071120566,79.45882352941176
2022-10-31,2022-11-14,3,ridge_0.1,465.21,435.7254332833695,79.45882352941176
2022-10-31,2022-11-14,3,hibrido,465.21,419.67334014032855,79.45882352941176
2022-10-31,2022-11-14,3,ultimo_valor,465.21,494.94000000000005,79.45882352941176
2022-10-31,2022-11-14,3,promedio_4s,465.21,360.3,79.45882352941176
2022-10-31,2022-11-14,3,estacional_52s,465.21,388.38,79.45882352941176
2022-10-31,2022-11-21,4,arima,440.63,371.43955647850134,79.45882352941176
2022-10-31,2022-11-21,4,ridge_0.1,440.63,426.87263642844357,79.45882352941176
2022-10-31,2022-11-21,4,hibrido,440.63,413.01436644095804,79.45882352941176
2022-10-31,2022-11-21,4,ultimo_valor,440.63,494.94000000000005,79.45882352941176
2022-10-31,2022-11-21,4,promedio_4s,440.63,360.3,79.45882352941176
2022-10-31,2022-11-21,4,estacional_52s,440.63,346.66,79.45882352941176
2022-11-07,2022-11-07,1,ets,489.55999999999995,407.8055143346648,79.26490196078431
2022-11-07,2022-11-07,1,ridge_0.1,489.55999999999995,466.58325869798705,79.26490196078431
2022-11-07,2022-11-07,1,hibrido,489.55999999999995,451.8888226071565,79.26490196078431
2022-11-07,2022-11-07,1,ultimo_valor,489.55999999999995,498.75,79.26490196078431
2022-11-07,2022-11-07,1,promedio_4s,489.55999999999995,484.9875,79.26490196078431
2022-11-07,2022-11-07,1,estacional_52s,489.55999999999995,414.7,79.26490196078431
2022-11-07,2022-11-14,2,arima,465.21,374.27664758542426,79.26490196078431
2022-11-07,2022-11-14,2,ridge_0.1,465.21,450.238145857314,79.26490196078431
2022-11-07,2022-11-14,2,hibrido,465.21,431.2477712893416,79.26490196078431
