semana_inicio,combustible,chocolate,fondant,harina,empaque,chantilly,decoracion,relleno,huevo,muebles,herramienta,domo,ambiante,otros
2022-07-25,0.0,0.04093288910042837,0.15801999048072346,0.12660637791527843,0.059019514516896715,0.1789623988576868,0.0,0.18277010947168015,0.0,0.0,0.11899095668729176,0.0,0.0,0.1346977629700143
2022-08-01,0.7338656021290751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1774229319139499,0.0,0.0,0.0,0.0,0.08871146595697495
2022-08-08,0.0,0.0,0.0,0.0,0.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875
2022-08-15,0.0,0.10980392156862745,0.0,0.2549019607843137,0.0,0.5176470588235295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764705882352941
2022-08-22,0.0,0.0,0.8117359413202934,0.0,0.07090464547677261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11735941320293398
2022-08-29,0.35134848163091953,0.018050541516245487,0.0,0.09874708005946062,0.05415162454873646,0.06476959014652793,0.0,0.05521342110851561,0.0,0.0,0.0,0.0,0.06689318326608622,0.29082607772350816
2022-09-05,0.0,0.0,0.3229571984435798,0.0,0.0,0.23735408560311283,0.08560311284046693,0.2529182879377432,0.0,0.0,0.0,0.0,0.0,0.10116731517509728
2022-09-12,0.0,0.07751937984496124,0.2144702842377261,0.16795865633074936,0.0,0.0,0.0,0.16795865633074936,0.0,0.0,0.3359173126614987,0.0,0.0,0.03617571059431524
2022-09-19,0.0,0.08229426433915212,0.0,0.1259351620947631,0.0798004987531172,0.24064837905236908,0.04239401496259352,0.06172069825436409,0.05361596009975062,0.0,0.0,0.0,0.0,0.31359102244389025
2022-09-26,0.34652843229657554,0.09006178657451042,0.08901455649806263,0.02094460152895591,0.0,0.06388103466331553,0.0471253534401508,0.0,0.08692009634516704,0.0,0.010472300764477955,0.0,0.0,0.24505183788878418
2022-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-10-10,0.17093167701863354,0.058633540372670816,0.10770186335403727,0.08881987577639752,0.0334472049689441,0.13118012422360248,0.026086956521739132,0.059782608695652176,0.032546583850931676,0.0,0.03614906832298137,0.0,0.016273291925465838,0.23844720496894412
2022-10-17,0.0,0.18723404255319148,0.0,0.2927659574468085,0.0851063829787234,0.0,0.11063829787234042,0.11063829787234042,0.0,0.0,0.01702127659574468,0.0,0.0,0.19659574468085106
2022-10-24,0.0,0.0,0.0,0.0,0.09879839786381843,0.0,0.12016021361815754,0.0,0.11481975967957277,0.0,0.37383177570093457,0.0,0.16822429906542055,0.12416555407209613
2022-10-31,0.45522080066033843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11005640390700235,0.0,0.43472279543265924,0.0,0.0,0.0
2022-11-07,0.0,0.10484406104844061,0.22030524220305242,0.15394824153948242,0.0,0.15262110152621103,0.16589250165892502,0.17518248175182483,0.0,0.0,0.0,0.0,0.0,0.027206370272063702
2022-11-14,0.0,0.08921933085501858,0.0,0.0,0.0,0.0,0.3345724907063197,0.0,0.0,0.0,0.0,0.0,0.4684014869888476,0.10780669144981413
2022-11-21,0.0,0.0,0.35095137420718814,0.0,0.0,0.25792811839323465,0.39112050739957716,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-28,0.2561343757256753,0.10449725210929638,0.12849291740846813,0.016255128105890547,0.037154578527749824,0.0472172768790154,0.013932966947906184,0.03405836365043734,0.07353510333617153,0.0,0.0,0.0,0.0,0.2887220373093893
2022-12-05,0.0,0.0,0.0,0.07445255474452554,0.0,0.08905109489051095,0.0,0.0,0.0,0.0,0.6759124087591241,0.0,0.09197080291970802,0.06861313868613139
2022-12-12,0.0,0.043478260869565216,0.1503623188405797,0.0,0.0,0.0,0.5760869565217391,0.07246376811594203,0.0,0.0,0.0,0.0,0.0,0.15760869565217392
2022-12-19,0.0,0.014940577249575551,0.28183361629881154,0.167062818336163,0.0,0.12427843803056027,0.14872665534804755,0.08217317487266554,0.02275042444821732,0.0,0.0,0.0,0.0,0.15823429541595926
2022-12-26,0.05949142519219396,0.0,0.24541691306918983,0.09875813128326434,0.012418687167356593,0.12123004139562389,0.06800709639266705,0.029272619751626257,0.0,0.0,0.14606741573033707,0.0,0.0,0.21933767001774096
2023-01-02,0.0,0.09640617589713864,0.0,0.06270748801180376,0.002634768403857301,0.0,0.011856457817357854,0.03794066501554513,0.0,0.6586921009643252,0.0,0.0,0.0,0.12976234388997207
2023-01-09,0.0,0.12064343163538874,0.0,0.3485254691689008,0.0,0.0,0.0,0.26005361930294907,0.0,0.0,0.0,0.0,0.0,0.2707774798927614
2023-01-16,0.0,0.43091072795967655,0.06984239180740329,0.054695849005797756,0.21484529489477358,0.0,0.0,0.0,0.0,0.0,0.04964700140526258,0.0,0.053012899805619365,0.12704583512146683
2023-01-23,0.21757239190797303,0.044625148750495836,0.0,0.1289170963903213,0.02479174930583102,0.12098373661245537,0.0,0.09222530741769139,0.046112653708845694,0.0,0.0,0.0,0.0,0.3247719159063864
2023-01-30,0.3118355776045358,0.0963855421686747,0.0,0.07228915662650602,0.0,0.08646350106307583,0.06378454996456413,0.0,0.0,0.0,0.0,0.0,0.0892983699503898,0.2799433026222537
2023-02-06,0.0,0.18913454308995956,0.08433073906240475,0.0,0.26843591879864254,0.06197801304586373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3961207860031294
2023-02-13,0.0,0.2197092084006462,0.0,0.37479806138933763,0.051696284329563816,0.09854604200323101,0.0,0.1890145395799677,0.009693053311793215,0.0,0.0,0.0,0.0,0.05654281098546042
2023-02-20,0.0,0.0,0.0,0.12232415902140673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8776758409785933
2023-02-27,0.0,0.017316017316017316,0.2994227994227994,0.06132756132756133,0.0,0.04401154401154401,0.15007215007215008,0.0,0.03391053391053391,0.0,0.0,0.0,0.0,0.3939393939393939
2023-03-06,0.0,0.5051015149953622,0.0,0.0,0.07557799993129272,0.0,0.06011886358171012,0.09399154900546222,0.0,0.0,0.05104950358995499,0.0,0.0,0.21416056889621762
2023-03-13,0.0,0.14973409290398088,0.0,0.16006058206977264,0.04704289508860702,0.03499532439518327,0.0,0.11014921776844569,0.09012156572523507,0.0,0.02352144754430351,0.0,0.03786379360790321,0.34651108089656874
2023-03-20,0.49006864153611096,0.051310118355339676,0.0,0.0,0.20446512052176688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07525484025449819,0.17890127933228434
2023-03-27,0.0,0.15822291504286828,0.20187061574434917,0.20187061574434917,0.04053000779423227,0.0,0.05066250974279034,0.0779423226812159,0.0,0.0,0.03507404520654715,0.0,0.05144193296960249,0.18238503507404522
2023-04-03,0.0,0.0,0.49299120931337603,0.0,0.0,0.0,0.0,0.0,0.5070087906866239,0.0,0.0,0.0,0.0,0.0
2023-04-10,0.06300717904840844,0.1411478456170372,0.11096108340797581,0.128273686180666,0.05705806072111334,0.026831192096362345,0.04514645526129329,0.06798037459392253,0.04330156013957032,0.0,0.01696501383671341,0.0,0.02902367615406211,0.270303872942875
2023-04-17,0.0,0.31561181434599156,0.0,0.13248945147679325,0.03375527426160337,0.11645569620253164,0.0,0.09789029535864979,0.14345991561181434,0.0,0.0,0.0,0.0,0.16033755274261605
2023-04-24,0.47370506526955336,0.0,0.0,0.0,0.0,0.15189204658022762,0.0,0.0,0.15206815330090034,0.0,0.0,0.0,0.14528804455500033,0.07704669029431836
2023-05-01,0.16429436705027256,0.12568140520896426,0.06284070260448213,0.1415808600847971,0.0,0.0,0.07571168988491823,0.07495457298606906,0.11644457904300426,0.0,0.045427013930950944,0.0,0.04996971532404604,0.14309509388249547
2023-05-08,0.12649690465348118,0.13465680422394802,0.07068220698822168,0.12515538270298213,0.05230704852863349,0.030485778636570628,0.027667351786439552,0.06954991323183715,0.0810697714489668,0.0,0.022055113167837936,0.0,0.04893478234114042,0.21093894228994103
2023-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.8181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182
2023-05-22,0.29591292037041333,0.2651495810801402,0.09631675447350709,0.09689697588599809,0.0,0.04003527746187945,0.0,0.05744191983660965,0.0,0.0,0.0,0.0,0.037714391811915424,0.11053217907953675
2023-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6896551724137931,0.0,0.0,0.3103448275862069
2023-06-05,0.0,0.2347417840375587,0.38967136150234744,0.0,0.24413145539906103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13145539906103287
2023-06-12,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-19,0.22069358271138687,0.165212960465186,0.08224680034769057,0.09627431585888559,0.019962233612085246,0.04894643767047328,0.035398495339148156,0.0537721427929143,0.060965740490963045,0.0,0.029164044000839256,0.0,0.04999550400143872,0.13736774270898902
2023-06-26,0.2811321960258131,0.18599450514344135,0.21212702063765895,0.2261836304389496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09456264775413713
2023-07-03,0.2223482492407889,0.20050492115180568,0.12264461600380523,0.11722951959313602,0.024843584208408043,0.043942775602795366,0.019428487797738835,0.04258900150012807,0.02114814679301892,0.0,0.021514031685631704,0.0,0.029783030258680628,0.1340236361640628
2023-07-10,0.0,0.20331490469789598,0.09336175430110853,0.16478912054352288,0.020247127438794622,0.07761398851537939,0.1012356371939731,0.11135920091337041,0.023357311181476128,0.0,0.03374521239799103,0.0,0.07423946727558028,0.09673627554090763
2023-07-17,0.0,0.03328509406657019,0.2402315484804631,0.07380607814761216,0.11722141823444283,0.09985528219971057,0.0,0.07525325615050651,0.1085383502170767,0.0,0.0,0.0,0.0955137481910275,0.15629522431259044
2023-07-24,0.0,0.08641991979151195,0.11207583347961707,0.1512348596351459,0.24213781276584254,0.0,0.0,0.07291680732408821,0.07089134045397465,0.0,0.0,0.0,0.0,0.2643234265498198
2023-07-31,0.0,0.21079545454545454,0.09431818181818181,0.18522727272727274,0.0,0.07840909090909091,0.0,0.175,0.017045454545454544,0.0,0.036931818181818184,0.0,0.075,0.12727272727272726
2023-08-07,0.0,0.11095034066165622,0.0,0.07164430708716724,0.20369459858116176,0.09693053311793215,0.1938610662358643,0.0414413148837536,0.0,0.0,0.028095806700849896,0.0,0.09271616211280466,0.16066587061881013
2023-08-14,0.0,0.3516260162601626,0.16869918699186992,0.23577235772357724,0.0,0.1402439024390244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10365853658536585
2023-08-21,0.0,0.11900191938579655,0.0,0.11708253358925144,0.0,0.1324376199616123,0.0,0.2783109404990403,0.14587332053742802,0.0,0.0,0.0,0.12667946257197696,0.08061420345489444
2023-08-28,0.166351606805293,0.0,0.0,0.019281663516068054,0.0,0.02608695652173913,0.03213610586011342,0.0,0.0,0.0,0.0,0.7561436672967864,0.0,0.0
2023-09-04,0.0,0.1983148521854911,0.06907025610085922,0.07073459962136185,0.23036178667276927,0.0,0.05409116441633553,0.09131420725237689,0.031206441009424345,0.0,0.0,0.0,0.05492333617658685,0.199983356564795
2023-09-11,0.0,0.06711409395973154,0.0,0.13039309683604985,0.14956855225311602,0.26462128475551294,0.0,0.0,0.0,0.0,0.07574304889741132,0.0,0.0,0.31255992329817833
2023-09-18,0.35715478377024545,0.09016530305560194,0.0,0.11354149273668393,0.0,0.0,0.22541325763900485,0.0,0.0,0.0,0.0,0.0,0.11020203706795793,0.10352312573050593
2023-09-25,0.0,0.09929078014184398,0.2616233254531127,0.11426319936958235,0.0,0.11189913317572892,0.07092198581560284,0.0,0.0,0.0,0.16390858944050432,0.0,0.0,0.1780929866036249
2023-10-02,0.0,0.0,0.0,0.10386965376782077,0.0,0.0,0.0,0.285132382892057,0.0,0.0,0.0,0.0,0.0,0.6109979633401222
2023-10-09,0.0,0.2017982017982018,0.16583416583416583,0.16283716283716285,0.07992007992007992,0.0,0.18031968031968032,0.05194805194805195,0.030469530469530468,0.0,0.0,0.0,0.06593406593406594,0.060939060939060936
2023-10-16,0.0,0.029984338537460346,0.07406845531575025,0.04997389756243391,0.49884658459643844,0.063359762980943,0.020078798127763624,0.0,0.03480325008812361,0.0,0.0,0.0,0.02944890392071998,0.19943600887036683
2023-10-23,0.0620605319474167,0.08520941608070928,0.06302659737083462,0.07170895750535006,0.1736594313665546,0.039865484561296245,0.058881076123509644,0.039046163252827885,0.017413634974014065,0.0,0.013622745337817184,0.18981351268725163,0.03131763986548457,0.1543748089269337
2023-10-30,0.3305581251927228,0.07997610237434476,0.03199198273203824,0.09404872032069073,0.04201356768424299,0.0790163428923836,0.022093740363860626,0.12295328399629975,0.058587727412889305,0.0,0.0,0.0,0.0,0.1387604070305273
