origen,diferencia_monetaria,diferencia_pp
2025-03-24,-2.8854409022122476,1.5627306310116114
2025-04-14,-8931.205703635438,-0.1043387130270883
2025-05-05,7124.786554921768,2.347477266351939
2025-05-26,1242.905797094742,-7.602627533690624
2025-06-16,90338.31615213281,-5.742914181206826
2025-07-07,441199.2982445753,4.815209488410602
