horizonte,stat,ml,peso,mse,n
1,ss_ar1,hgb,0.25,513430.58101474977,5
1,ss_ar1,hgb,0.5,461641.3219057463,5
1,ss_ar1,hgb,0.75,418121.95519655297,5
1,ss_ar1,rf,0.25,425586.73366298975,5
1,ss_ar1,rf,0.5,407103.41859593324,5
1,ss_ar1,rf,0.75,392865.33433732676,5
1,ss_arima111,hgb,0.25,520443.5918457701,5
1,ss_arima111,hgb,0.5,476354.9475646968,5
1,ss_arima111,hgb,0.75,441223.7996803438,5
1,ss_arima111,rf,0.25,432882.1537980088,5
1,ss_arima111,rf,0.5,422193.5899935487,5
1,ss_arima111,rf,0.75,416249.5881251163,5
2,ss_ar1,hgb,0.25,521303.00651279197,4
2,ss_ar1,hgb,0.5,540940.0072346489,4
2,ss_ar1,hgb,0.75,570436.961138451,4
2,ss_ar1,rf,0.25,543688.36578194,4
2,ss_ar1,rf,0.5,563516.8168827314,4
2,ss_ar1,rf,0.75,585551.9843634843,4
2,ss_arima111,hgb,0.25,526328.8443674602,4
2,ss_arima111,hgb,0.5,547599.1635541451,4
2,ss_arima111,hgb,0.75,575336.916532935,4
2,ss_arima111,rf,0.25,545347.8008424452,4
2,ss_arima111,rf,0.5,565687.4361433433,4
2,ss_arima111,rf,0.75,587085.5369638049,4
3,ss_ar1,hgb,0.25,518775.0285883944,4
3,ss_ar1,hgb,0.5,425209.96841144114,4
3,ss_ar1,hgb,0.75,350661.6070839875,4
3,ss_ar1,rf,0.25,346216.5293092884,4
3,ss_ar1,rf,0.5,323289.9388092768,4
3,ss_ar1,rf,0.75,306261.07724152505,4
3,ss_arima111,hgb,0.25,519048.73353388224,4
3,ss_arima111,hgb,0.5,425797.48064884904,4
3,ss_arima111,hgb,0.75,351603.0289597476,4
3,ss_arima111,rf,0.25,346464.3299603001,4
3,ss_arima111,rf,0.5,323842.91198738315,4
3,ss_arima111,rf,0.75,307176.594822809,4
4,ss_ar1,hgb,0.25,274036.2567501836,4
4,ss_ar1,hgb,0.5,198018.3320387756,4
4,ss_ar1,hgb,0.75,137233.58890632217,4
4,ss_ar1,rf,0.25,195917.3121466959,4
4,ss_ar1,rf,0.5,154708.56949066816,4
4,ss_ar1,rf,0.75,119963.47455937728,4
4,ss_arima111,hgb,0.25,266973.32101436786,4
4,ss_arima111,hgb,0.5,187779.3566162197,4
4,ss_arima111,hgb,0.75,127705.46984610146,4
4,ss_arima111,rf,0.25,193111.72752819033,4
4,ss_arima111,rf,0.5,150146.06222452575,4
4,ss_arima111,rf,0.75,114692.70661646665,4
