origen,fecha_objetivo,horizonte,modelo,real,prediccion,escala_mase
2024-04-22,2024-04-22,1,rf,129.0,465.5155321352178,625.528
2024-04-22,2024-04-22,1,hibrido,129.0,769.6364100735525,625.528
2024-04-22,2024-04-22,1,ultimo_valor,129.0,432.8,625.528
2024-04-22,2024-04-22,1,promedio_4s,129.0,656.9333333333333,625.528
2024-04-22,2024-04-22,1,estacional_52s,129.0,,625.528
2024-04-22,2024-04-29,2,ss_ar1,1472.0,871.0218838834585,625.528
2024-04-22,2024-04-29,2,hgb,1472.0,1592.6501938635138,625.528
2024-04-22,2024-04-29,2,hibrido,1472.0,1412.2431163685,625.528
2024-04-22,2024-04-29,2,ultimo_valor,1472.0,432.8,625.528
2024-04-22,2024-04-29,2,promedio_4s,1472.0,656.9333333333333,625.528
2024-04-22,2024-04-29,2,estacional_52s,1472.0,,625.528
2024-04-22,2024-05-06,3,ss_ar1,,871.0219456489904,625.528
2024-04-22,2024-05-06,3,rf,,953.2343314923964,625.528
2024-04-22,2024-05-06,3,hibrido,,891.5750421098419,625.528
2024-04-22,2024-05-06,3,ultimo_valor,,432.8,625.528
2024-04-22,2024-05-06,3,promedio_4s,,656.9333333333333,625.528
2024-04-22,2024-05-06,3,estacional_52s,,,625.528
2024-04-22,2024-05-13,4,ss_arima111,,848.2391629197863,625.528
2024-04-22,2024-05-13,4,rf,,538.6783229365079,625.528
2024-04-22,2024-05-13,4,hibrido,,770.8489529239666,625.528
2024-04-22,2024-05-13,4,ultimo_valor,,432.8,625.528
2024-04-22,2024-05-13,4,promedio_4s,,656.9333333333333,625.528
2024-04-22,2024-05-13,4,estacional_52s,,,625.528
2024-05-13,2024-05-13,1,ss_ar1,,840.91935076307,643.2530434782609
2024-05-13,2024-05-13,1,rf,,365.86465178932156,643.2530434782609
2024-05-13,2024-05-13,1,hibrido,,722.155676019633,643.2530434782609
2024-05-13,2024-05-13,1,ultimo_valor,,1472.0,643.2530434782609
2024-05-13,2024-05-13,1,promedio_4s,,800.5,643.2530434782609
2024-05-13,2024-05-13,1,estacional_52s,,,643.2530434782609
2024-05-13,2024-05-20,2,ss_ar1,,840.851197415198,643.2530434782609
2024-05-13,2024-05-20,2,hgb,,1049.0935347725867,643.2530434782609
2024-05-13,2024-05-20,2,hibrido,,997.0329504332395,643.2530434782609
2024-05-13,2024-05-20,2,ultimo_valor,,1472.0,643.2530434782609
2024-05-13,2024-05-20,2,promedio_4s,,800.5,643.2530434782609
2024-05-13,2024-05-20,2,estacional_52s,,,643.2530434782609
2024-05-13,2024-05-27,3,ss_ar1,,840.8519019975569,643.2530434782609
2024-05-13,2024-05-27,3,rf,,813.6103949603176,643.2530434782609
2024-05-13,2024-05-27,3,hibrido,,834.041525238247,643.2530434782609
2024-05-13,2024-05-27,3,ultimo_valor,,1472.0,643.2530434782609
2024-05-13,2024-05-27,3,promedio_4s,,800.5,643.2530434782609
2024-05-13,2024-05-27,3,estacional_52s,,,643.2530434782609
2024-05-13,2024-06-03,4,ss_arima111,531.88,825.5024541936087,643.2530434782609
2024-05-13,2024-06-03,4,rf,531.88,325.4722302380953,643.2530434782609
2024-05-13,2024-06-03,4,hibrido,531.88,700.4948982047304,643.2530434782609
2024-05-13,2024-06-03,4,ultimo_valor,531.88,1472.0,643.2530434782609
2024-05-13,2024-06-03,4,promedio_4s,531.88,800.5,643.2530434782609
2024-05-13,2024-06-03,4,estacional_52s,531.88,,643.2530434782609
2024-06-03,2024-06-03,1,ss_ar1,531.88,845.0678412869821,671.1736363636363
2024-06-03,2024-06-03,1,rf,531.88,471.44030598484846,671.1736363636363
2024-06-03,2024-06-03,1,hibrido,531.88,751.6609574614488,671.1736363636363
2024-06-03,2024-06-03,1,ultimo_valor,531.88,1472.0,671.1736363636363
2024-06-03,2024-06-03,1,promedio_4s,531.88,,671.1736363636363
2024-06-03,2024-06-03,1,estacional_52s,531.88,,671.1736363636363
2024-06-03,2024-06-10,2,ss_ar1,,845.0668660203637,671.1736363636363
2024-06-03,2024-06-10,2,hgb,,1112.6979643588174,671.1736363636363
2024-06-03,2024-06-10,2,hibrido,,1045.790189774204,671.1736363636363
2024-06-03,2024-06-10,2,ultimo_valor,,1472.0,671.1736363636363
2024-06-03,2024-06-10,2,promedio_4s,,,671.1736363636363
2024-06-03,2024-06-10,2,estacional_52s,,,671.1736363636363
2024-06-03,2024-06-17,3,ss_ar1,,845.066797817775,671.1736363636363
2024-06-03,2024-06-17,3,rf,,977.7619302777779,671.1736363636363
2024-06-03,2024-06-17,3,hibrido,,878.2405809327757,671.1736363636363
2024-06-03,2024-06-17,3,ultimo_valor,,1472.0,671.1736363636363
2024-06-03,2024-06-17,3,promedio_4s,,,671.1736363636363
2024-06-03,2024-06-17,3,estacional_52s,,,671.1736363636363
2024-06-03,2024-06-24,4,ss_arima111,,844.1727019763539,671.1736363636363
2024-06-03,2024-06-24,4,rf,,566.3848198809523,671.1736363636363
2024-06-03,2024-06-24,4,hibrido,,774.7257314525035,671.1736363636363
2024-06-03,2024-06-24,4,ultimo_valor,,1472.0,671.1736363636363
2024-06-03,2024-06-24,4,promedio_4s,,,671.1736363636363
2024-06-03,2024-06-24,4,estacional_52s,,,671.1736363636363
