origen,diferencia_monetaria,diferencia_pp
2025-03-24,-2.305590619722027,
2025-04-14,116.14655719100847,0.09170522331426767
2025-05-05,26561.82331780449,-0.9682856971109217
2025-05-26,1532.8279747829697,
2025-06-16,100259.64434817672,
2025-07-07,557233.6867282598,-0.6092087402410957
