variable,compras_total_mxn,ventas_total_mxn,es_fecha_pago_semana,es_festivo_semana,semana_sin,semana_cos
compras_total_mxn,1.0,0.4443091952162917,0.06382785327068179,0.12987154622859057,-0.012375261849103909,0.10535337333916052
ventas_total_mxn,0.4443091952162917,1.0,0.20854634524751847,0.10646668295222654,-0.09734873281045542,0.05085320669947164
es_fecha_pago_semana,0.06382785327068179,0.20854634524751847,1.0,0.09473755604983852,0.01934650732166274,-0.00010034665468992817
es_festivo_semana,0.12987154622859057,0.10646668295222654,0.09473755604983852,1.0,0.11956396295957906,0.21643393777869369
semana_sin,-0.012375261849103909,-0.09734873281045542,0.01934650732166274,0.11956396295957906,1.0,0.00258698585379916
semana_cos,0.10535337333916052,0.05085320669947164,-0.00010034665468992817,0.21643393777869369,0.00258698585379916,1.0
