origen,fecha_objetivo,horizonte,modelo,real,prediccion,escala_mase
2025-03-24,2025-03-24,1,ses,305.44,305.44,85.21882352941176
2025-03-24,2025-03-24,1,rf,305.44,311.5136685714281,85.21882352941176
2025-03-24,2025-03-24,1,hibrido,305.44,306.958417142857,85.21882352941176
2025-03-24,2025-03-24,1,ultimo_valor,305.44,305.44,85.21882352941176
2025-03-24,2025-03-24,1,promedio_4s,305.44,305.44,85.21882352941176
2025-03-24,2025-03-24,1,estacional_52s,305.44,1362.0,85.21882352941176
2025-03-24,2025-03-31,2,ss_arima111,305.44,305.7509099089636,85.21882352941176
2025-03-24,2025-03-31,2,rf_residual__ss_arima111,305.44,246.33508561589142,85.21882352941176
2025-03-24,2025-03-31,2,hibrido,305.44,290.8969538356955,85.21882352941176
2025-03-24,2025-03-31,2,ultimo_valor,305.44,305.44,85.21882352941176
2025-03-24,2025-03-31,2,promedio_4s,305.44,305.44,85.21882352941176
2025-03-24,2025-03-31,2,estacional_52s,305.44,176.0,85.21882352941176
2025-03-24,2025-04-07,3,ss_arima111,305.44,305.77164322034713,85.21882352941176
2025-03-24,2025-04-07,3,rf_residual__ss_arima111,305.44,247.77801796080928,85.21882352941176
2025-03-24,2025-04-07,3,hibrido,305.44,291.2732369054627,85.21882352941176
2025-03-24,2025-04-07,3,ultimo_valor,305.44,305.44,85.21882352941176
2025-03-24,2025-04-07,3,promedio_4s,305.44,305.44,85.21882352941176
2025-03-24,2025-04-07,3,estacional_52s,305.44,477.8,85.21882352941176
2025-03-24,2025-04-14,4,ss_arima111,79.0,305.7777330667737,85.21882352941176
2025-03-24,2025-04-14,4,rf_residual__ss_arima111,79.0,217.9547986397721,85.21882352941176
2025-03-24,2025-04-14,4,hibrido,79.0,283.82199946002333,85.21882352941176
2025-03-24,2025-04-14,4,ultimo_valor,79.0,305.44,85.21882352941176
2025-03-24,2025-04-14,4,promedio_4s,79.0,305.44,85.21882352941176
2025-03-24,2025-04-14,4,estacional_52s,79.0,303.4,85.21882352941176
2025-04-14,2025-04-14,1,ses,79.0,305.44,52.626666666666665
2025-04-14,2025-04-14,1,rf,79.0,304.4135699999995,52.626666666666665
2025-04-14,2025-04-14,1,hibrido,79.0,305.18339249999985,52.626666666666665
2025-04-14,2025-04-14,1,ultimo_valor,79.0,305.44,52.626666666666665
2025-04-14,2025-04-14,1,promedio_4s,79.0,305.44,52.626666666666665
2025-04-14,2025-04-14,1,estacional_52s,79.0,303.4,52.626666666666665
2025-04-14,2025-04-21,2,ss_arima111,95.5,347.42717306002174,52.626666666666665
2025-04-14,2025-04-21,2,rf_residual__ss_arima111,95.5,336.72342054712004,52.626666666666665
2025-04-14,2025-04-21,2,hibrido,95.5,344.7512349317963,52.626666666666665
2025-04-14,2025-04-21,2,ultimo_valor,95.5,305.44,52.626666666666665
2025-04-14,2025-04-21,2,promedio_4s,95.5,305.44,52.626666666666665
2025-04-14,2025-04-21,2,estacional_52s,95.5,129.0,52.626666666666665
2025-04-14,2025-04-28,3,ss_arima111,112.0,357.94793164990494,52.626666666666665
2025-04-14,2025-04-28,3,rf_residual__ss_arima111,112.0,409.5917404329764,52.626666666666665
2025-04-14,2025-04-28,3,hibrido,112.0,370.8588838456728,52.626666666666665
2025-04-14,2025-04-28,3,ultimo_valor,112.0,305.44,52.626666666666665
2025-04-14,2025-04-28,3,promedio_4s,112.0,305.44,52.626666666666665
2025-04-14,2025-04-28,3,estacional_52s,112.0,1472.0,52.626666666666665
2025-04-14,2025-05-05,4,ss_arima111,1083.17,364.694854648768,52.626666666666665
2025-04-14,2025-05-05,4,rf_residual__ss_arima111,1083.17,387.3279844519206,52.626666666666665
2025-04-14,2025-05-05,4,hibrido,1083.17,370.3531370995562,52.626666666666665
2025-04-14,2025-05-05,4,ultimo_valor,1083.17,305.44,52.626666666666665
2025-04-14,2025-05-05,4,promedio_4s,1083.17,305.44,52.626666666666665
2025-04-14,2025-05-05,4,estacional_52s,1083.17,1001.94,52.626666666666665
2025-05-05,2025-05-05,1,ses,1083.17,111.98339919720752,18.743921568627453
2025-05-05,2025-05-05,1,rf,1083.17,167.14111309523798,18.743921568627453
2025-05-05,2025-05-05,1,hibrido,1083.17,125.77282767171513,18.743921568627453
2025-05-05,2025-05-05,1,ultimo_valor,1083.17,112.0,18.743921568627453
2025-05-05,2025-05-05,1,promedio_4s,1083.17,147.985,18.743921568627453
2025-05-05,2025-05-05,1,estacional_52s,1083.17,1001.94,18.743921568627453
2025-05-05,2025-05-12,2,ss_arima111,749.945,99.76871525570525,18.743921568627453
2025-05-05,2025-05-12,2,rf_residual__ss_arima111,749.945,15.42296034941974,18.743921568627453
2025-05-05,2025-05-12,2,hibrido,749.945,78.68227652913386,18.743921568627453
2025-05-05,2025-05-12,2,ultimo_valor,749.945,112.0,18.743921568627453
2025-05-05,2025-05-12,2,promedio_4s,749.945,147.985,18.743921568627453
2025-05-05,2025-05-12,2,estacional_52s,749.945,1001.94,18.743921568627453
2025-05-05,2025-05-19,3,ss_arima111,281.72,99.65299883727218,18.743921568627453
2025-05-05,2025-05-19,3,rf_residual__ss_arima111,281.72,0.0,18.743921568627453
2025-05-05,2025-05-19,3,hibrido,281.72,74.73974912795413,18.743921568627453
2025-05-05,2025-05-19,3,ultimo_valor,281.72,112.0,18.743921568627453
2025-05-05,2025-05-19,3,promedio_4s,281.72,147.985,18.743921568627453
2025-05-05,2025-05-19,3,estacional_52s,281.72,1001.94,18.743921568627453
2025-05-05,2025-05-26,4,ss_arima111,326.86,99.6637200445041,18.743921568627453
2025-05-05,2025-05-26,4,rf_residual__ss_arima111,326.86,0.0,18.743921568627453
2025-05-05,2025-05-26,4,hibrido,326.86,74.74779003337808,18.743921568627453
2025-05-05,2025-05-26,4,ultimo_valor,326.86,112.0,18.743921568627453
2025-05-05,2025-05-26,4,promedio_4s,326.86,147.985,18.743921568627453
2025-05-05,2025-05-26,4,estacional_52s,326.86,1001.94,18.743921568627453
2025-05-26,2025-05-26,1,ses,326.86,349.26996861666476,53.501176470588234
2025-05-26,2025-05-26,1,rf,326.86,349.50036734126996,53.501176470588234
2025-05-26,2025-05-26,1,hibrido,326.86,349.3275682978161,53.501176470588234
2025-05-26,2025-05-26,1,ultimo_valor,326.86,281.72,53.501176470588234
2025-05-26,2025-05-26,1,promedio_4s,326.86,556.70875,53.501176470588234
2025-05-26,2025-05-26,1,estacional_52s,326.86,1001.94,53.501176470588234
2025-05-26,2025-06-02,2,ss_arima111,372.0,281.7313049749392,53.501176470588234
2025-05-26,2025-06-02,2,rf_residual__ss_arima111,372.0,0.0,53.501176470588234
2025-05-26,2025-06-02,2,hibrido,372.0,211.2984787312044,53.501176470588234
2025-05-26,2025-06-02,2,ultimo_valor,372.0,281.72,53.501176470588234
2025-05-26,2025-06-02,2,promedio_4s,372.0,556.70875,53.501176470588234
2025-05-26,2025-06-02,2,estacional_52s,372.0,531.88,53.501176470588234
2025-05-26,2025-06-09,3,ss_arima111,243.0,281.7369571478314,53.501176470588234
2025-05-26,2025-06-09,3,rf_residual__ss_arima111,243.0,145.51100053254837,53.501176470588234
2025-05-26,2025-06-09,3,hibrido,243.0,247.68046799401063,53.501176470588234
2025-05-26,2025-06-09,3,ultimo_valor,243.0,281.72,53.501176470588234
2025-05-26,2025-06-09,3,promedio_4s,243.0,556.70875,53.501176470588234
2025-05-26,2025-06-09,3,estacional_52s,243.0,305.44,53.501176470588234
2025-05-26,2025-06-16,4,ss_arima111,877.4549999999999,281.7426091110158,53.501176470588234
2025-05-26,2025-06-16,4,rf_residual__ss_arima111,877.4549999999999,411.17017533117854,53.501176470588234
2025-05-26,2025-06-16,4,hibrido,877.4549999999999,314.0995006660565,53.501176470588234
2025-05-26,2025-06-16,4,ultimo_valor,877.4549999999999,281.72,53.501176470588234
2025-05-26,2025-06-16,4,promedio_4s,877.4549999999999,556.70875,53.501176470588234
2025-05-26,2025-06-16,4,estacional_52s,877.4549999999999,305.44,53.501176470588234
2025-06-16,2025-06-16,1,ses,877.4549999999999,306.03648852433867,44.14392156862745
2025-06-16,2025-06-16,1,rf,877.4549999999999,392.53431528737843,44.14392156862745
2025-06-16,2025-06-16,1,hibrido,877.4549999999999,327.6609452150986,44.14392156862745
2025-06-16,2025-06-16,1,ultimo_valor,877.4549999999999,243.0,44.14392156862745
2025-06-16,2025-06-16,1,promedio_4s,877.4549999999999,305.895,44.14392156862745
2025-06-16,2025-06-16,1,estacional_52s,877.4549999999999,305.44,44.14392156862745
2025-06-16,2025-06-23,2,ss_arima111,1511.91,309.4488931041107,44.14392156862745
2025-06-16,2025-06-23,2,rf_residual__ss_arima111,1511.91,92.35088056113469,44.14392156862745
2025-06-16,2025-06-23,2,hibrido,1511.91,255.17438996836668,44.14392156862745
2025-06-16,2025-06-23,2,ultimo_valor,1511.91,243.0,44.14392156862745
2025-06-16,2025-06-23,2,promedio_4s,1511.91,305.895,44.14392156862745
2025-06-16,2025-06-23,2,estacional_52s,1511.91,305.44,44.14392156862745
