rezago,estadistico_ljung_box,p_valor
1,5.367825162824993,0.020511536867936525
4,16.308087575942537,0.002632429586000854
13,64.98003580327195,6.648202323577933e-09
26,87.65168778549302,1.3222818492801082e-08
52,103.19388866087766,3.0982072453745344e-05
