horizonte,stat,ml,peso,mse,n
1,ss_ar1,hgb,0.25,738073.7867048607,7
1,ss_ar1,hgb,0.5,743331.7790637278,7
1,ss_ar1,hgb,0.75,771309.3705925595,7
1,ss_ar1,rf,0.25,559644.448062837,7
1,ss_ar1,rf,0.5,637003.7162457971,7
1,ss_ar1,rf,0.75,724457.7539886365,7
1,ss_arima111,hgb,0.25,701340.0263651159,7
1,ss_arima111,hgb,0.5,663834.960056768,7
1,ss_arima111,hgb,0.75,643020.1945909144,7
1,ss_arima111,rf,0.25,520241.9327412778,7
1,ss_arima111,rf,0.5,553948.5572630848,7
1,ss_arima111,rf,0.75,593499.8230051772,7
2,ss_ar1,hgb,0.25,346812.2581537645,7
2,ss_ar1,hgb,0.5,376419.4182087459,7
2,ss_ar1,hgb,0.75,447335.28809139266,7
2,ss_ar1,rf,0.25,349971.8251054919,7
2,ss_ar1,rf,0.5,402624.2032306373,7
2,ss_ar1,rf,0.75,472486.8841293749,7
2,ss_arima111,hgb,0.25,354989.79462794604,7
2,ss_arima111,hgb,0.5,365394.3284644219,7
2,ss_arima111,hgb,0.75,389727.4094358757,7
2,ss_arima111,rf,0.25,339730.6586094481,7
2,ss_arima111,rf,0.5,367040.84285934624,7
2,ss_arima111,rf,0.75,396460.3025036325,7
3,ss_ar1,hgb,0.25,661680.575354096,8
3,ss_ar1,hgb,0.5,548126.6196402115,8
3,ss_ar1,hgb,0.75,495986.2662036419,8
3,ss_ar1,rf,0.25,446713.88907114737,8
3,ss_ar1,rf,0.5,445741.7761994316,8
3,ss_ar1,rf,0.75,465256.9848571783,8
3,ss_arima111,hgb,0.25,688385.201109248,8
3,ss_arima111,hgb,0.5,568948.1499113068,8
3,ss_arima111,hgb,0.75,478336.97975147166,8
3,ss_arima111,rf,0.25,452755.2791573881,8
3,ss_arima111,rf,0.5,439012.3255786451,8
3,ss_arima111,rf,0.75,426944.4627360966,8
4,ss_ar1,hgb,0.25,341167.1300071206,8
4,ss_ar1,hgb,0.5,276722.50058070605,8
4,ss_ar1,hgb,0.75,282908.93926278653,8
4,ss_ar1,rf,0.25,314973.43048067787,8
4,ss_ar1,rf,0.5,291857.8833036969,8
4,ss_ar1,rf,0.75,306775.5551612582,8
4,ss_arima111,hgb,0.25,390412.06010738865,8
4,ss_arima111,hgb,0.5,330865.4625704298,8
4,ss_arima111,hgb,0.75,297603.03493115335,8
4,ss_arima111,rf,0.25,342702.7487164757,8
4,ss_arima111,rf,0.5,317313.3628074602,8
4,ss_arima111,rf,0.75,299954.0389651548,8
