horizonte,modelo,insumo_id,mae_pp,n,excluidas
2,participacion_historica,colorantes_9_colores,0.19624300241383832,14,11
2,participacion_historica,confitier_semiamargo_turin,5.902286692663154,14,11
2,participacion_historica,contenedor_mantecadas_inix_25_pz,2.8720934984580566,14,11
2,participacion_historica,crema_batir_ambiente_1_l,11.34589325242061,14,11
2,participacion_historica,deiman_plumones_magicos,0.3112520502778212,14,11
2,participacion_historica,dlr_malvavisco_chocolate_32_pz,0.18047520537392922,14,11
2,participacion_historica,domo_1_4_plancha,0.5584564148494662,14,11
2,participacion_historica,domo_cupcake_12,1.5131567630995748,14,11
2,participacion_historica,domo_cupcake_6,0.24396962416865176,14,11
2,participacion_historica,domo_cupcake_sin_capacidad,0.44885977777950503,14,11
2,participacion_historica,domo_media_plancha_inix,1.5630095665698953,14,11
2,participacion_historica,easy_pastel_tres_leches_sabor_no_especificado,2.942899507320172,14,11
2,participacion_historica,empaque_30_x_30_x_30,0.13882177415345934,14,11
2,participacion_historica,empaque_31_x_31_x_20,0.09511862303107398,14,11
2,participacion_historica,empaque_32_x_32_x_30,0.14910486853519705,14,11
2,participacion_historica,ferrero_rocher_t16,0.5144412112015042,14,11
2,participacion_historica,ferrero_sin_especificacion,1.0531248170635235,14,11
2,participacion_historica,fondant_nata_coco_blanco,6.2941460416994115,14,11
2,participacion_historica,fondant_sin_especificacion,10.952485349719874,14,11
2,participacion_historica,harina_red_velvet_esp,0.2301055879122075,14,11
2,participacion_historica,huevo_blanco_tepa_de_linea,0.16913440242849465,14,11
2,participacion_historica,huevo_calvario,0.48140801650952453,14,11
2,participacion_historica,huevo_san_juan,0.673348927799166,14,11
2,participacion_historica,huevo_sin_especificacion,3.2005884198157193,14,11
2,participacion_historica,inix_contenedor_mantecadas,0.14852892175701693,14,11
2,participacion_historica,kisses_leche,0.4838099797623365,14,11
2,participacion_historica,kisses_leche_choc_bl_807_gr,0.30075892447461633,14,11
2,participacion_historica,kit_kat_9_pz,0.30778923067203323,14,11
2,participacion_historica,mangas,0.36024032554331675,14,11
2,participacion_historica,mantequilla_gloria_22,0.16128488311858066,14,11
2,participacion_historica,mantequilla_gloria_presentacion_no_especificada,8.501800921380742,14,11
2,participacion_historica,mantequilla_gloria_verde,2.9696217828746136,14,11
2,participacion_historica,matizador,0.6217998207501912,14,11
2,participacion_historica,nutella,4.969303867115106,14,11
2,participacion_historica,oblea_arroz,0.8147691192290986,14,11
2,participacion_historica,oreo_273_6,0.30802772957252617,14,11
2,participacion_historica,otros,13.780748326017962,14,11
2,participacion_historica,pegamento_fondant,0.5685346346166156,14,11
2,participacion_historica,perlas_sin_especificacion,0.4989090790469393,14,11
2,participacion_historica,queso_crema_suelto,0.17889360053976783,14,11
2,participacion_historica,queso_philadelphia,3.3388695303562086,14,11
2,participacion_historica,red_velvet,0.22926650920075065,14,11
2,participacion_historica,relleno_durazno_puratos,0.44446013728741945,14,11
2,participacion_historica,relleno_fresa_frutifru,0.2310369245283255,14,11
2,participacion_historica,relleno_queso_creme_p,0.14300541817974358,14,11
2,participacion_historica,relleno_zarzamora_fruitfil_puratos,2.07269279401824,14,11
2,participacion_historica,relleno_zarzamora_puratos,0.6208323522817883,14,11
2,participacion_historica,royal_icing_deiman_50_sin_unidad,0.29289719962328636,14,11
2,participacion_historica,royal_icing_sin_especificacion,0.15674914307173435,14,11
2,participacion_historica,sabrosano,0.4189806471175536,14,11
2,participacion_historica,tegral_satin_chocolate,5.626388827121029,14,11
2,participacion_historica,tegral_satin_creme_cake_sabor_no_especificado,2.7554294084669477,14,11
2,participacion_historica,tegral_satin_red_velvet,4.378821836099335,14,11
2,participacion_historica,tegral_satin_vainilla,6.982435785997329,14,11
2,participacion_historica,transfer_hoja_de_arroz_gruesa,1.6822529383150682,14,11
2,participacion_historica,transfer_sin_especificacion,5.114816079612952,14,11
3,participacion_ewm,ac_au800,5.84560859617175e-07,13,11
3,participacion_ewm,aceite_sin_especificacion,2.9369655265456906e-09,13,11
3,participacion_ewm,alpezzi_blanco,0.0026618319786018228,13,11
3,participacion_ewm,azucar_glass,0.006375594189939039,13,11
3,participacion_ewm,bailey_s,0.06163231208727477,13,11
3,participacion_ewm,base_28_cm,0.00010908763640840228,13,11
3,participacion_ewm,base_36_cm_doble,5.0757695814914284e-06,13,11
3,participacion_ewm,bisagra_12_cupcakes,0.007272196717138962,13,11
3,participacion_ewm,botellas_jack_daniels,0.0019146854495443292,13,11
3,participacion_ewm,caja_cupcake_12,2.2206427511576242e-07,13,11
3,participacion_ewm,caja_cupcake_6,1.0414328634208905,13,11
3,participacion_ewm,caja_cupcake_sin_capacidad,1.026995674221078e-11,13,11
3,participacion_ewm,caja_de_carton_para_cupcake_6_pz,2.6151155248728353e-14,13,11
3,participacion_ewm,capacillo_floreado_alegria,0.04219532355919634,13,11
3,participacion_ewm,capacillos,1.2853576470606298,13,11
3,participacion_ewm,carlos_v_stick,0.001491027941377821,13,11
3,participacion_ewm,cereza_con_rabo_diana,0.000930358761043063,13,11
3,participacion_ewm,chantilly_asturias,2.196760816504422,13,11
3,participacion_ewm,chantilly_dulce,2.7892046078614876,13,11
3,participacion_ewm,chantilly_dull,3.6205628724683475e-07,13,11
3,participacion_ewm,chantilly_sin_especificacion,9.925328991891465e-09,13,11
3,participacion_ewm,charola_galletera_alta_grande,1.4761025268843395,13,11
3,participacion_ewm,chips_blanco_alpezzi,9.698654116839977,13,11
3,participacion_ewm,chips_chocolate_con_l,8.55312010052181e-07,13,11
3,participacion_ewm,chips_chocolate_semi,0.0021661377661110265,13,11
3,participacion_ewm,chips_rojo_alpezzi,1.1945379811127288,13,11
3,participacion_ewm,chocolate_sin_especificacion,4.64321662291902e-06,13,11
3,participacion_ewm,colorantes_9_colores,2.1748122969294334e-08,13,11
3,participacion_ewm,confitier_semiamargo_turin,9.95946614428552,13,11
3,participacion_ewm,contenedor_mantecadas_inix_25_pz,4.556297915156009,13,11
3,participacion_ewm,crema_batir_ambiente_1_l,11.967568446247931,13,11
3,participacion_ewm,deiman_plumones_magicos,6.203571924587378e-16,13,11
3,participacion_ewm,dlr_malvavisco_chocolate_32_pz,0.0005294003622752523,13,11
3,participacion_ewm,domo_1_4_plancha,0.18000596656479914,13,11
3,participacion_ewm,domo_cupcake_12,1.2667832432783768,13,11
3,participacion_ewm,domo_cupcake_6,0.0004786713623869771,13,11
3,participacion_ewm,domo_cupcake_sin_capacidad,4.667097961919406e-16,13,11
3,participacion_ewm,domo_media_plancha_inix,1.5556951610288392,13,11
3,participacion_ewm,easy_pastel_tres_leches_sabor_no_especificado,6.402395592406497e-07,13,11
3,participacion_ewm,empaque_30_x_30_x_30,0.03451958373941944,13,11
3,participacion_ewm,empaque_31_x_31_x_20,0.023652307377009622,13,11
3,participacion_ewm,empaque_32_x_32_x_30,0.037076589942339415,13,11
3,participacion_ewm,ferrero_rocher_t16,0.028401749342339095,13,11
3,participacion_ewm,ferrero_sin_especificacion,1.421353206509016e-06,13,11
3,participacion_ewm,fondant_nata_coco_blanco,7.175341604672027,13,11
3,participacion_ewm,fondant_sin_especificacion,0.013989152725440952,13,11
3,participacion_ewm,harina_red_velvet_esp,3.6180037711076863e-11,13,11
3,participacion_ewm,huevo_blanco_tepa_de_linea,3.804245014714498e-05,13,11
3,participacion_ewm,huevo_calvario,0.606774848036366,13,11
3,participacion_ewm,huevo_san_juan,0.0009752093550800737,13,11
3,participacion_ewm,huevo_sin_especificacion,0.4976401450939925,13,11
3,participacion_ewm,inix_contenedor_mantecadas,2.9603334280966897e-16,13,11
3,participacion_ewm,kisses_leche,0.37864308389906165,13,11
3,participacion_ewm,kisses_leche_choc_bl_807_gr,8.259690292292159e-07,13,11
3,participacion_ewm,kit_kat_9_pz,0.32918164370513625,13,11
3,participacion_ewm,mangas,0.12112214496317425,13,11
3,participacion_ewm,mantequilla_gloria_22,5.535074169682087e-06,13,11
3,participacion_ewm,mantequilla_gloria_presentacion_no_especificada,15.501436157902228,13,11
3,participacion_ewm,mantequilla_gloria_verde,6.309638312736604,13,11
3,participacion_ewm,matizador,0.009971233410960963,13,11
3,participacion_ewm,nutella,4.279910013595464,13,11
3,participacion_ewm,oblea_arroz,1.2269789482314417,13,11
3,participacion_ewm,oreo_273_6,0.011494865511701298,13,11
3,participacion_ewm,otros,13.417093651494469,13,11
