id,titulo,estado,archivo,vector,datos,sha256_datos,run_id,capitulo,motivo,demostracion
F00,Arquitectura del pipeline,generada,figuras/F00.png,figuras/F00.svg,figuras/F00_datos.csv,11efe7324df1aa22d36bf7f40420138754aa6383b65e2afd06588de39f8a1a9c,DEMO_GAPS_cbbe9956,Metodología,,True
F01,Auditoría de registros,generada,figuras/F01.png,figuras/F01.svg,figuras/F01_datos.csv,4230069ae533f66ddb8de2af2b74b5bcf6165053c13d640725598ba6868fbb6c,DEMO_GAPS_cbbe9956,Desarrollo,,True
F02,Cobertura semanal,generada,figuras/F02.png,figuras/F02.svg,figuras/F02_datos.csv,8a032834c9f8ffbb1ae5202f59b6072b7792c403b2187a696af620311a386e91,DEMO_GAPS_cbbe9956,Desarrollo,,True
F03,Importe semanal de compras,generada,figuras/F03.png,figuras/F03.svg,figuras/F03_datos.csv,7c5bf52aff77a661a9e23de73345eb40c87256511c8adf8c9d2c19d1c5ef9bd3,DEMO_GAPS_cbbe9956,Desarrollo,,True
F04,Selección de insumos en desarrollo,generada,figuras/F04.png,figuras/F04.svg,figuras/F04_datos.csv,0fb7d484f2c777fa9278e09de0bfe7b1afd2c905a4a815a70ed805c79661f2ef,DEMO_GAPS_cbbe9956,Desarrollo,,True
F05,Composición semanal en desarrollo,generada,figuras/F05.png,figuras/F05.svg,figuras/F05_datos.csv,935719507abf980f208b40f6fafeae3c44fc5a332a9a38d6b450beada8f4c985,DEMO_GAPS_cbbe9956,Desarrollo,,True
F06,Dependencia temporal en desarrollo,omitida,,,,,DEMO_GAPS_cbbe9956,Desarrollo,ACF/PACF requiere desarrollo continuo observado; no se comprimen ni imputan huecos.,True
F07,Distribución del importe y ceros,generada,figuras/F07.png,figuras/F07.svg,figuras/F07_datos.csv,2ede50887058b4c5266c817e88b1be66af6e257631577eb0d41105ff556c2807,DEMO_GAPS_cbbe9956,Desarrollo,,True
F08,Descomposición temporal exploratoria,omitida,,,,,DEMO_GAPS_cbbe9956,Desarrollo,STL requiere al menos 156 semanas de desarrollo sin huecos en esta configuración.,True
F09,Particiones temporales,generada,figuras/F09.png,figuras/F09.svg,figuras/F09_datos.csv,c1289cba4affa647937b3fa33a6c58da131890a6fcac6f9ddf594a164eff477a,DEMO_GAPS_cbbe9956,Desarrollo,,True
F10,Disponibilidad de información,generada,figuras/F10.png,figuras/F10.svg,figuras/F10_datos.csv,c08676101cf0de14dc28448bc646e1a0828201099969acc6bc2c66c8691817ba,DEMO_GAPS_cbbe9956,Metodología,,True
F11,Selección de características,omitida,,,,,DEMO_GAPS_cbbe9956,Desarrollo,"Esta versión usa un conjunto parsimonioso prefijado, sin selección por frecuencia; no se fabrican importancias.",True
F12,Integración híbrida,generada,figuras/F12.png,figuras/F12.svg,figuras/F12_datos.csv,7924e8b6c1834ca2780fe0450b22ff4deb4fc0d55ecd8a6fad5f2e6168aac366,DEMO_GAPS_cbbe9956,Metodología,,True
F13,Pesos y validación interna,generada,figuras/F13.png,figuras/F13.svg,figuras/F13_datos.csv,f3a009f47a6d0104dc797f122dcbfdf044bb4a9867fb13b4dd82964c015ca526,DEMO_GAPS_cbbe9956,Desarrollo,,True
F14,Pronósticos fuera de muestra,generada,figuras/F14.png,figuras/F14.svg,figuras/F14_datos.csv,669dc44cd36800945d905bd03c6135879f2b8b71a58184588e8f13c01a5eec02,DEMO_GAPS_cbbe9956,Resultados,,True
F15,Composición observada y pronosticada,generada,figuras/F15.png,figuras/F15.svg,figuras/F15_datos.csv,799630d1cb54789de14ae8a05f4242f968482eb78382cc60191d90efef158156,DEMO_GAPS_cbbe9956,Resultados,,True
F16,Asignación y reconciliación,generada,figuras/F16.png,figuras/F16.svg,figuras/F16_datos.csv,a126486497c1d13512612f909c87ef780bfaf7e8a3e032df9c566467ce2cacb5,DEMO_GAPS_cbbe9956,Resultados,,True
F17,Errores monetarios,generada,figuras/F17.png,figuras/F17.svg,figuras/F17_datos.csv,d40f84d67160141b4bcf3ef872204ab2236ea4c57f59c769b0add969cbe3a828,DEMO_GAPS_cbbe9956,Resultados,,True
F18,Errores de participación,generada,figuras/F18.png,figuras/F18.svg,figuras/F18_datos.csv,3129474a6d1eb1fa644a3e7489105c9cd84d86132783baba102df86e8ac33533,DEMO_GAPS_cbbe9956,Resultados,,True
F19,Diferencias de pérdidas para H1,generada,figuras/F19.png,figuras/F19.svg,figuras/F19_datos.csv,e244c7c7d676f9daf0f282948f8c146def5c137c18268854e5016665eb61290c,DEMO_GAPS_cbbe9956,Resultados,,True
F20,Presupuesto de las cuatro semanas siguientes,generada,figuras/F20.png,figuras/F20.svg,figuras/F20_datos.csv,deef2917505b43f9db1533a1e72037522e0189f3ceff44425ba614d4763cc46a,DEMO_GAPS_cbbe9956,Desarrollo,,True
F21,Interfaz del tablero,omitida,,,,,DEMO_GAPS_cbbe9956,Desarrollo,Captura requiere inspeccionar el HTML de la ejecución en navegador; no se sustituye con una maqueta.,True
F22,Controles de calidad,generada,figuras/F22.png,figuras/F22.svg,figuras/F22_datos.csv,7c437ab8cdb7e28294fa4c8136a923d938db3ae2b67fd4cb1a95237799bec03b,DEMO_GAPS_cbbe9956,Desarrollo,,True
