id,titulo,estado,archivo,vector,datos,sha256_datos,run_id,capitulo,motivo,demostracion
F00,Arquitectura del pipeline,generada,figuras/F00.png,figuras/F00.svg,figuras/F00_datos.csv,11efe7324df1aa22d36bf7f40420138754aa6383b65e2afd06588de39f8a1a9c,DEMO_20260912T212451Z_531273,Metodología,,True
F01,Auditoría de registros,generada,figuras/F01.png,figuras/F01.svg,figuras/F01_datos.csv,3e24f1cd08bf4dfa4ae5758bc104209517d4961d42d2f75be9fe74ceafdb8528,DEMO_20260912T212451Z_531273,Desarrollo,,True
F02,Cobertura semanal,generada,figuras/F02.png,figuras/F02.svg,figuras/F02_datos.csv,920606e63fa7b3b707af6e0fe35bb3dfd427cec2a4e1014ab9561a1867efaea5,DEMO_20260912T212451Z_531273,Desarrollo,,True
F03,Importe semanal de compras,generada,figuras/F03.png,figuras/F03.svg,figuras/F03_datos.csv,f80f8309e6fb9d9257ee5f21129dfbd9628e98977f2748c78953b2bf3793e76c,DEMO_20260912T212451Z_531273,Desarrollo,,True
F04,Selección de insumos en desarrollo,generada,figuras/F04.png,figuras/F04.svg,figuras/F04_datos.csv,531e3e3cb6fbf370be62ccd010e86e8909f81328009ee6ebc1a2daf1ec16dbb1,DEMO_20260912T212451Z_531273,Desarrollo,,True
F05,Composición semanal en desarrollo,generada,figuras/F05.png,figuras/F05.svg,figuras/F05_datos.csv,9530711405a615fb9b747ed995d9e5239b8f2e13b71cea4ad85ef7a27304be79,DEMO_20260912T212451Z_531273,Desarrollo,,True
F06,Dependencia temporal en desarrollo,generada,figuras/F06.png,figuras/F06.svg,figuras/F06_datos.csv,998fe9ab2eb64a3730b864b312ae36f86538a9e7ef8e1282431b603e20c380af,DEMO_20260912T212451Z_531273,Desarrollo,,True
F07,Distribución del importe y ceros,generada,figuras/F07.png,figuras/F07.svg,figuras/F07_datos.csv,367ce989d898baa8adbad17091826402336f68828de1de62a12e8fe6f198660a,DEMO_20260912T212451Z_531273,Desarrollo,,True
F08,Descomposición temporal exploratoria,omitida,,,,,DEMO_20260912T212451Z_531273,Desarrollo,STL requiere al menos 156 semanas de desarrollo en esta configuración.,True
F09,Particiones temporales,generada,figuras/F09.png,figuras/F09.svg,figuras/F09_datos.csv,e212d532dfe1131225690e7fec49627b23bd672113e0776acf3ba755f24a2e17,DEMO_20260912T212451Z_531273,Desarrollo,,True
F10,Disponibilidad de información,generada,figuras/F10.png,figuras/F10.svg,figuras/F10_datos.csv,c08676101cf0de14dc28448bc646e1a0828201099969acc6bc2c66c8691817ba,DEMO_20260912T212451Z_531273,Metodología,,True
F11,Selección de características,omitida,,,,,DEMO_20260912T212451Z_531273,Desarrollo,"Esta versión usa un conjunto parsimonioso prefijado, sin selección por frecuencia; no se fabrican importancias.",True
F12,Integración híbrida,generada,figuras/F12.png,figuras/F12.svg,figuras/F12_datos.csv,7924e8b6c1834ca2780fe0450b22ff4deb4fc0d55ecd8a6fad5f2e6168aac366,DEMO_20260912T212451Z_531273,Metodología,,True
F13,Pesos y validación interna,generada,figuras/F13.png,figuras/F13.svg,figuras/F13_datos.csv,897cc8840cbbc4e1542933d49e311617d3bcba8dfcf3da839bbd983290aa29de,DEMO_20260912T212451Z_531273,Desarrollo,,True
F14,Pronósticos fuera de muestra,generada,figuras/F14.png,figuras/F14.svg,figuras/F14_datos.csv,e55e893091c3432abe5c27b57cc93e504ea93963ea2a7f8bc61d624aa32dbbea,DEMO_20260912T212451Z_531273,Resultados,,True
F15,Composición observada y pronosticada,generada,figuras/F15.png,figuras/F15.svg,figuras/F15_datos.csv,ff622dc92395b7d684c5dbddcf304e60c6c229265a475bc89afbfe016e3c4961,DEMO_20260912T212451Z_531273,Resultados,,True
F16,Asignación y reconciliación,generada,figuras/F16.png,figuras/F16.svg,figuras/F16_datos.csv,3f3f370bc8a2189dce3da0e0b2a3778a8b3e2db60ea60f719e74c6db64d5d9c9,DEMO_20260912T212451Z_531273,Resultados,,True
F17,Errores monetarios,generada,figuras/F17.png,figuras/F17.svg,figuras/F17_datos.csv,051043845cf41f16062cb8f90add86b8ee06f6106af7b8e84a473b95c5e549f9,DEMO_20260912T212451Z_531273,Resultados,,True
F18,Errores de participación,generada,figuras/F18.png,figuras/F18.svg,figuras/F18_datos.csv,d808dab9433bb25070af9b88e696473812523ae2eefb725683456a186bd08da1,DEMO_20260912T212451Z_531273,Resultados,,True
F19,Diferencias de pérdidas para H1,generada,figuras/F19.png,figuras/F19.svg,figuras/F19_datos.csv,7de96fb0e8a6796e2b3d683d7e060ec190dbb5252acd5d16497c4b609a57c668,DEMO_20260912T212451Z_531273,Resultados,,True
F20,Presupuesto de las cuatro semanas siguientes,generada,figuras/F20.png,figuras/F20.svg,figuras/F20_datos.csv,4874e13e6ace4f583b1d347a82d87ec1afe8e53b12b5d20235db36b3b268d6ba,DEMO_20260912T212451Z_531273,Desarrollo,,True
F21,Interfaz del tablero,omitida,,,,,DEMO_20260912T212451Z_531273,Desarrollo,Captura requiere inspeccionar el HTML de la ejecución en navegador; no se sustituye con una maqueta.,True
F22,Controles de calidad,generada,figuras/F22.png,figuras/F22.svg,figuras/F22_datos.csv,6648c657b752713789eaa1eab5744373dba6024b6234a4718f843e8c61da55e2,DEMO_20260912T212451Z_531273,Desarrollo,,True
