horizonte,modelo,insumo_id,mae_pp,n,excluidas
1,participacion_ewm,AMBIANTE,5.940815841428142,1,0
1,participacion_ewm,BASES,2.2869425405700525,1,0
1,participacion_ewm,CAPACILLOS,7.190006734248946,1,0
1,participacion_ewm,CHANTILLY,9.72244997580173,1,0
1,participacion_ewm,CHOCOLATE,3.046043207544363,1,0
1,participacion_ewm,DECORACION,14.097459446008997,1,0
1,participacion_ewm,EMPAQUE,24.549864511563595,1,0
1,participacion_ewm,FONDANT,5.657403249208799,1,0
1,participacion_ewm,HARINA,7.691217249925425,1,0
1,participacion_ewm,HUEVO,14.502173606463906,1,0
1,participacion_ewm,RELLENO,0.6916085471512499,1,0
1,participacion_historica,AMBIANTE,6.480412447432279,1,0
1,participacion_historica,BASES,1.1655057429348719,1,0
1,participacion_historica,CAPACILLOS,7.571055208230729,1,0
1,participacion_historica,CHANTILLY,10.482330335795393,1,0
1,participacion_historica,CHOCOLATE,5.902086018801438,1,0
1,participacion_historica,DECORACION,12.938418454555976,1,0
1,participacion_historica,EMPAQUE,25.592803585008646,1,0
1,participacion_historica,FONDANT,3.5840215376302145,1,0
1,participacion_historica,HARINA,0.9630419188157546,1,0
1,participacion_historica,HUEVO,13.567232944328605,1,0
1,participacion_historica,RELLENO,0.42778057372924017,1,0
2,participacion_ewm,AMBIANTE,4.869994969382671,1,0
2,participacion_ewm,BASES,8.142798396425908,1,0
2,participacion_ewm,CAPACILLOS,1.2184016741594619,1,0
2,participacion_ewm,CHANTILLY,19.452102507510816,1,0
2,participacion_ewm,CHOCOLATE,7.614617453116297,1,0
2,participacion_ewm,DECORACION,3.1698078212582725,1,0
2,participacion_ewm,EMPAQUE,11.18225525706488,1,0
2,participacion_ewm,FONDANT,16.707635311202512,1,0
2,participacion_ewm,HARINA,9.189673924024873,1,0
2,participacion_ewm,HUEVO,9.919420223870285,1,0
2,participacion_ewm,RELLENO,0.6916085471512499,1,0
2,participacion_historica,AMBIANTE,4.330398363378534,1,0
2,participacion_historica,BASES,7.021361598790728,1,0
2,participacion_historica,CAPACILLOS,0.8373532001776797,1,0
2,participacion_historica,CHANTILLY,20.21198286750448,1,0
2,participacion_historica,CHOCOLATE,4.758574641859222,1,0
2,participacion_historica,DECORACION,4.328848812711294,1,0
2,participacion_historica,EMPAQUE,12.22519433050993,1,0
2,participacion_historica,FONDANT,18.781017022781096,1,0
2,participacion_historica,HARINA,15.917849255134545,1,0
2,participacion_historica,HUEVO,10.854360886005585,1,0
2,participacion_historica,RELLENO,0.42778057372924017,1,0
3,participacion_ewm,AMBIANTE,16.50133183382303,1,0
3,participacion_ewm,BASES,6.361854496158767,1,0
3,participacion_ewm,CAPACILLOS,1.2184016741594619,1,0
3,participacion_ewm,CHANTILLY,3.9412136878619344,1,0
3,participacion_ewm,CHOCOLATE,7.614617453116297,1,0
3,participacion_ewm,DECORACION,3.1698078212582725,1,0
3,participacion_ewm,EMPAQUE,20.72083512598924,1,0
3,participacion_ewm,FONDANT,5.657403249208799,1,0
3,participacion_ewm,HARINA,47.376583827544906,1,0
3,participacion_ewm,HUEVO,14.502173606463906,1,0
3,participacion_ewm,RELLENO,0.6916085471512499,1,0
3,participacion_historica,AMBIANTE,17.040928439827166,1,0
3,participacion_historica,BASES,5.240417698523586,1,0
3,participacion_historica,CAPACILLOS,0.8373532001776797,1,0
3,participacion_historica,CHANTILLY,3.181333327868272,1,0
3,participacion_historica,CHOCOLATE,4.758574641859222,1,0
3,participacion_historica,DECORACION,4.328848812711294,1,0
3,participacion_historica,EMPAQUE,21.763774199434287,1,0
3,participacion_historica,FONDANT,3.5840215376302145,1,0
3,participacion_historica,HARINA,40.64840849643524,1,0
3,participacion_historica,HUEVO,13.567232944328605,1,0
3,participacion_historica,RELLENO,0.42778057372924017,1,0
4,participacion_ewm,AMBIANTE,4.869994969382671,1,0
4,participacion_ewm,BASES,91.85720160357408,1,0
4,participacion_ewm,CAPACILLOS,1.2184016741594619,1,0
4,participacion_ewm,CHANTILLY,3.9412136878619344,1,0
4,participacion_ewm,CHOCOLATE,7.614617453116297,1,0
4,participacion_ewm,DECORACION,3.1698078212582725,1,0
4,participacion_ewm,EMPAQUE,24.549864511563595,1,0
4,participacion_ewm,FONDANT,5.657403249208799,1,0
4,participacion_ewm,HARINA,25.642116083407906,1,0
4,participacion_ewm,HUEVO,14.502173606463906,1,0
4,participacion_ewm,RELLENO,0.6916085471512499,1,0
4,participacion_historica,AMBIANTE,4.330398363378534,1,0
4,participacion_historica,BASES,92.97863840120927,1,0
4,participacion_historica,CAPACILLOS,0.8373532001776797,1,0
4,participacion_historica,CHANTILLY,3.181333327868272,1,0
4,participacion_historica,CHOCOLATE,4.758574641859222,1,0
4,participacion_historica,DECORACION,4.328848812711294,1,0
4,participacion_historica,EMPAQUE,25.592803585008646,1,0
4,participacion_historica,FONDANT,3.5840215376302145,1,0
4,participacion_historica,HARINA,32.370291414517574,1,0
4,participacion_historica,HUEVO,13.567232944328605,1,0
4,participacion_historica,RELLENO,0.42778057372924017,1,0
1,participacion_ewm,PROMEDIO_MACRO,8.670544082719564,1,0
1,participacion_historica,PROMEDIO_MACRO,8.061335342478468,1,0
2,participacion_ewm,PROMEDIO_MACRO,8.378028735015203,1,0
2,participacion_historica,PROMEDIO_MACRO,9.063156504780212,1,0
3,participacion_ewm,PROMEDIO_MACRO,11.614166483885079,1,0
3,participacion_historica,PROMEDIO_MACRO,10.488970352047708,1,0
4,participacion_ewm,PROMEDIO_MACRO,16.701309382468015,1,0
4,participacion_historica,PROMEDIO_MACRO,16.90520698203805,1,0
