origen,diferencia_monetaria,diferencia_pp
2023-03-20,1.769828942568683,-1.8503717077085944e-15
2023-03-27,11.216383557750454,0.0
2023-04-03,8.094089816478537,3.700743415417188e-15
2023-04-10,5.5557190356011255,3.700743415417188e-15
2023-04-17,,
2023-04-24,-1.3807991070618755,0.0
2023-05-01,-23.149471198511357,5.551115123125783e-15
2023-05-08,-30.40696004825905,3.700743415417188e-15
2023-05-15,-9.951961314918684,0.0
2023-05-22,-4.73590044372228,1.8503717077085944e-15
2023-05-29,,
2023-06-05,,
